M of AlH__27Al-1H__AlHambra,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
50,1,311.678895,2.863789917560496e-33,4.2088,,,7790.491305,,,   X1Sigma+ 2 0,   X1Sigma+ 2 0,           29 e,           28 e,0.00030548649724660505,,,708,684
50,1,312.50389500000074,7.845532449551423e-30,2.5474,,,6050.773305,,,   X1Sigma+ 1 0,   X1Sigma+ 1 0,           28 e,           27 e,0.0005362182391526793,,,684,660
50,1,320.176206000001,7.1189856949280725e-34,4.8034,,,8102.1702,,,   X1Sigma+ 2 0,   X1Sigma+ 2 0,           30 e,           29 e,0.001025561797260409,,,732,708
50,1,321.5102059999999,1.9701728548476714e-30,2.9525,,,6363.2772,,,   X1Sigma+ 1 0,   X1Sigma+ 1 0,           29 e,           28 e,0.0006910412433422479,,,708,684
50,1,322.2272060000005,6.3021850655141385e-27,1.5368,,,4560.7712,,,   X1Sigma+ 0 0,   X1Sigma+ 0 0,           28 e,           27 e,0.0007810249675906653,,,684,660
50,1,328.46109400000023,1.693429029265208e-34,5.4627,,,8422.346406,,,   X1Sigma+ 2 0,   X1Sigma+ 2 0,           31 e,           30 e,0.0013993859367594059,,,756,732
50,1,330.3050939999994,4.721063488954131e-31,3.4088,,,6684.787406,,,   X1Sigma+ 1 0,   X1Sigma+ 1 0,           30 e,           29 e,0.0007267310369043007,,,732,708
50,1,331.54109399999925,1.5380515676700993e-27,1.8157,,,4882.998406000001,,,   X1Sigma+ 0 0,   X1Sigma+ 0 0,           29 e,           28 e,0.0008602325267042626,,,708,684
50,1,338.8842050000003,1.0808337944501236e-31,3.9212,,,7015.0925,,,   X1Sigma+ 1 0,   X1Sigma+ 1 0,           31 e,           30 e,0.0008289330491662159,,,756,732
50,1,340.6392049999995,3.574457456394788e-28,2.1357,,,5214.5395,,,   X1Sigma+ 0 0,   X1Sigma+ 0 0,           30 e,           29 e,0.0009219544457292887,,,732,708
50,1,1027.3817,8.266661550238974e-35,106.78,,,8750.8075,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           30 e,           31 e,0.0010173342616859023,,,732,756
50,1,1068.3697010000005,4.990401243644719e-32,78.351,,,7353.976705,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           30 e,           31 e,0.0011519796005138286,,,732,756
50,1,1081.6983299999993,8.048956176232169e-33,119.87,,,7790.491305,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           27 e,           28 e,0.0008676664105518894,,,660,684
50,1,1087.0776999999998,2.5167916337635733e-31,81.418,,,7015.0925,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           29 e,           30 e,0.0006417554051194272,,,708,732
50,1,1091.1139990000001,5.224480519443622e-30,41.177,,,6262.862706,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           31 e,           32 e,0.0007202784183911108,,,756,780
50,1,1099.7476649999999,3.3977253349657244e-32,124.41,,,7487.5179,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           26 e,           27 e,0.0005349887849291795,,,636,660
50,1,1105.7038989999992,1.2160558467599166e-30,84.54700000000001,,,6684.787406,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           28 e,           29 e,0.0004578318468608316,,,684,708
50,1,1124.2406999999994,5.6230724780201616e-30,87.73899999999999,,,6363.2772,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           27 e,           28 e,0.000562968027511332,,,660,684
50,1,1126.6716160000005,9.007863474617428e-33,173.68,,,7785.787635,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           22 e,           23 e,0.0010492521146035398,,,540,564
50,1,1129.608701000001,1.5369025437666533e-28,44.42,,,5555.178704999999,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           29 e,           30 e,0.0007482038492282701,,,708,732
50,1,1142.58133,2.4860275887459376e-29,90.995,,,6050.773305,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           26 e,           27 e,0.0010038934206378683,,,636,660
50,1,1143.5562680000012,2.8973809351983834e-32,179.74,,,7537.084562999999,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           21 e,           22 e,0.000894196846337539,,,516,540
50,1,1148.7377000000006,7.805223381886836e-28,46.093,,,5214.5395,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           28 e,           29 e,0.0008762014608524684,,,684,708
50,1,1153.0549999999994,1.9477518100910055e-30,138.54,,,6632.732635,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           23 e,           24 e,0.0009702216241663551,,,564,588
50,1,1164.549234000001,2.5096624320230032e-33,230.86,,,8042.087664,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           17 e,           18 e,0.0007784702948732212,,,420,444
50,1,1167.774898999999,3.788115178837226e-27,47.801,,,4882.998406000001,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           27 e,           28 e,0.0005097067784520822,,,660,684
50,1,1170.4360789999992,6.832010228276256e-30,143.43,,,6366.648484,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           22 e,           23 e,0.0009238858154555681,,,540,564
50,1,1176.8705419999997,2.5899841420363185e-31,192.18,,,7068.430831000001,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           19 e,           20 e,0.0009338249300591626,,,468,492
50,1,1187.7736410000007,2.2825499267356709e-29,148.4,,,6110.145635,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           21 e,           22 e,0.0004897029711978476,,,516,540
50,1,1193.8610049999997,7.196998305434079e-31,198.57,,,6848.226659,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           18 e,           19 e,0.0005344314736240747,,,444,468
50,1,1195.611758,1.4042216777607565e-32,246.07,,,7665.264898,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           15 e,           16 e,0.0004841487374764081,,,372,396
50,1,1197.3139190000002,1.6208265153413003e-27,101.15,,,5169.334565,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           23 e,           24 e,0.000498663213000518,,,564,588
50,1,1204.9632680000004,7.255851366061917e-29,153.47,,,5863.467563,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           20 e,           21 e,0.0003497041606844277,,,492,516
50,1,1209.5191270000005,1.8928079478220575e-30,205.07,,,6639.167372999999,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           17 e,           18 e,0.0003908516342552504,,,420,444
50,1,1215.37,5.9211514785037e-27,104.67,,,4894.775635,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           22 e,           23 e,0.0005482928049865328,,,540,564
50,1,1221.4140879999995,2.1939393215020023e-28,158.63,,,5626.812571,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           19 e,           20 e,0.00021600231480241132,,,468,492
50,1,1225.5722340000002,4.732370502393539e-30,211.69,,,6439.692664,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           16 e,           17 e,0.0005395266443837598,,,396,420
50,1,1233.0799980000002,2.0557035415344373e-26,108.26,,,4630.387565,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           21 e,           22 e,0.00035055670012139263,,,516,540
50,1,1238.8525619999991,6.286613317260401e-28,163.88,,,5400.314811,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           18 e,           19 e,0.0003818952736025938,,,444,468
50,1,1241.431009,1.1216931596640634e-29,218.44,,,6250.4925,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           15 e,           16 e,0.000754629710520332,,,372,396
50,1,1250.735936,6.780551070596634e-26,111.91,,,4376.076635,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           20 e,           21 e,0.0003096126612398143,,,492,516
50,1,1255.5330050000002,1.710018881354151e-27,169.23,,,5184.159659,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           17 e,           18 e,0.00040744324758179513,,,420,444
50,1,1257.088984,2.5173061792923815e-29,225.32,,,6071.728672,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           14 e,           15 e,0.0001118257573191436,,,348,372
50,1,1261.2670000000003,4.9691935210797826e-24,56.888000000000005,,,3369.1205649999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           22 e,           23 e,0.0004954048849173774,,,540,564
50,1,1268.2292380000008,2.122581770182696e-25,115.64,,,4132.085572999999,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           19 e,           20 e,0.00041427647772954715,,,468,492
50,1,1272.0271190000003,4.4072693283498284e-27,174.68,,,4978.465381,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           16 e,           17 e,0.00017495713760804388,,,396,420
50,1,1272.5355250000002,5.343673837432557e-29,232.35,,,5903.498025,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           13 e,           14 e,0.0004181686262741384,,,324,348
50,1,1279.5610000000001,1.7950846676237863e-23,58.82,,,3096.515635,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           21 e,           22 e,0.0006645600048152161,,,516,540
50,1,1285.5509959999995,6.298508080045963e-25,119.45,,,3898.6086630000004,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           18 e,           19 e,0.00020523644900455668,,,444,468
50,1,1287.7569469999999,1.0714879190733057e-28,239.55,,,5745.950259,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           12 e,           13 e,0.0002518491612056709,,,300,324
50,1,1288.323993,1.0750569458548542e-26,180.25,,,4783.404679,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           15 e,           16 e,0.00010793516572461451,,,372,396
50,1,1297.6980079999994,6.150521810929302e-23,60.791000000000004,,,2834.387565,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           20 e,           21 e,0.0005179826251912316,,,492,516
50,1,1302.6889389999997,1.769894705315884e-24,123.33,,,3675.7764420000003,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           17 e,           18 e,0.00031617242131469974,,,420,444
50,1,1304.4135109999997,2.479259085088815e-26,185.93,,,4599.084514,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           14 e,           15 e,0.00020707728026029315,,,348,372
50,1,1315.6670830000003,1.9964350202281677e-22,62.803000000000004,,,2582.94158,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           19 e,           20 e,0.00040425981744417785,,,468,492
50,1,1317.5044310000012,3.6112089558422356e-28,254.56,,,5463.278812,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           10 e,           11 e,0.0005582051594172164,,,252,276
50,1,1319.6350170000005,4.7043313816281786e-24,127.29,,,3463.7696619999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           16 e,           17 e,0.0001483846353232032,,,396,420
50,1,1320.2881800000005,5.39875891095645e-26,191.74,,,4425.662079,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           13 e,           14 e,0.00025069702830308934,,,324,348
50,1,1332.0089270000008,6.049778599800094e-28,262.48,,,5338.357483,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            9 e,           10 e,0.00047670745746212107,,,228,252
50,1,1333.4608130000006,6.1337485743328985e-22,64.858,,,2342.3156289999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           18 e,           19 e,0.00046061372102880303,,,444,468
50,1,1335.9375590000009,1.108857532587634e-25,197.7,,,4263.2290219999995,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           12 e,           13 e,0.00037649037172283697,,,300,324
50,1,1336.380994,1.1815893917895604e-23,131.33,,,3262.70352,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           15 e,           16 e,0.00013360014970051495,,,372,396
50,1,1350.2649469999997,2.9036496463768465e-30,351.4,,,6337.520705,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,            4 e,            5 e,0.0009194259078359713,,,108,132
50,1,1351.0680009999996,1.7815769708787806e-21,66.958,,,2112.701661,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           17 e,           18 e,0.00021472074888095934,,,420,444
50,1,1351.3500290000002,2.144876641726879e-25,203.83,,,4111.928782999999,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           11 e,           12 e,0.00012390722335683257,,,276,300
50,1,1352.9162119999996,2.8012389325322827e-23,135.47,,,3072.745867,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           14 e,           15 e,0.0001554155719353759,,,348,372
50,1,1360.2356300000001,1.397891679762685e-27,279.58,,,5121.817064,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            7 e,            8 e,0.000737173656610164,,,180,204
50,1,1366.5189619999996,3.9018739412749622e-25,210.17,,,3971.838521,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           10 e,           11 e,0.000444101339786315,,,252,276
50,1,1368.478995,4.887444834385292e-21,69.104,,,1894.224525,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           16 e,           17 e,0.00025821309029559286,,,396,420
50,1,1369.2301269999998,6.261803346001619e-23,139.72,,,2893.9988949999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           13 e,           14 e,0.00010560303025955269,,,324,348
50,1,1381.4349049999992,6.662299437944216e-25,216.76,,,3843.0846490000004,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            9 e,           10 e,0.00020582759776084452,,,228,252
50,1,1385.3145959999993,1.31775947729143e-22,144.07,,,2726.614187,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           12 e,           13 e,0.0001126454615153225,,,300,324
50,1,1385.683998,1.2648329009034415e-20,71.301,,,1687.0618690000001,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           15 e,           16 e,0.00022132555207205517,,,372,396
50,1,1387.3560019999995,2.434666005883505e-27,299.84,,,4950.164703,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            5 e,            6 e,0.00023681216184985094,,,132,156
50,1,1396.0868770000002,1.0655020753487575e-24,223.67,,,3725.7301869999997,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            8 e,            9 e,0.00020865521800328884,,,204,228
50,1,1400.4801040000002,2.846497458091195e-27,312.44,,,4881.338724,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            4 e,            5 e,0.0005660406345837726,,,108,132
50,1,1401.1596749999999,2.607894871420524e-22,148.56,,,2570.6788460000002,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           11 e,           12 e,0.0004045862083660292,,,276,300
50,1,1402.6743679999997,3.084732421656851e-20,73.551,,,1491.324527,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           14 e,           15 e,0.00014849915824677258,,,348,372
50,1,1410.4681150000001,1.5914946132522436e-24,231.02,,,3619.88636,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            7 e,            8 e,0.0007954175004360918,,,180,204
50,1,1413.3000000000002,3.022909837003644e-27,328.58,,,4823.891652,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            3 e,            4 e,0.0004906495694485016,,,84,108
50,1,1416.7544750000006,4.845139911907358e-22,153.21,,,2426.3301739999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           10 e,           11 e,0.00012091732712891068,,,252,276
50,1,1419.439239,7.080479225948787e-20,75.86,,,1307.174948,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           13 e,           14 e,0.00036385299229221683,,,324,348
50,1,1424.5656500000005,2.2123569404523316e-24,239.01,,,3525.599053,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            6 e,            7 e,0.00016376812876747418,,,156,180
50,1,1432.0908569999997,8.436006823440642e-22,158.05,,,2293.63933,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            9 e,           10 e,0.0001275617497528158,,,228,252
50,1,1435.9690530000003,1.5278548636272589e-19,78.236,,,1134.709793,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           12 e,           13 e,0.00011788977903109328,,,300,324
50,1,1437.9959980000003,2.2536059658551918e-27,400.01,,,4743.362869,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            1 e,            2 e,0.0008456973453901816,,,36,60
50,1,1438.3737870000004,2.846813368243439e-24,247.96,,,3442.9649369999997,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            5 e,            6 e,0.00012515989773086264,,,132,156
50,1,1447.1586040000002,1.3732595163245866e-21,163.13,,,2172.7277559999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            8 e,            9 e,0.0001543534904043313,,,204,228
50,1,1450.5939999999991,3.888368491342797e-30,333.31,,,6237.191652,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,            4 e,            3 e,0.0009708223318403836,,,108,84
50,1,1451.8800580000006,3.364936975431972e-24,258.5,,,3372.0115939999996,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            4 e,            5 e,0.000398016331323226,,,108,132
50,1,1452.2541419999998,3.09455864192351e-19,80.687,,,974.076032,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           11 e,           12 e,0.00012091732712891068,,,276,300
50,1,1461.9481329999999,2.0847060113602228e-21,168.55,,,2063.65092,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            7 e,            8 e,0.0001082081327812286,,,180,204
50,1,1468.2845889999999,5.874865222764862e-19,83.228,,,825.354741,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           10 e,           11 e,0.00013790213921473446,,,252,276
50,1,1472.5500010000005,1.3485635421706808e-27,212.17,,,4708.808865999999,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            1 e,            0 e,0.0008625636208419644,,,36,12
50,1,1476.451081,2.9398123579483038e-21,174.44,,,1966.5138559999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            6 e,            7 e,0.0004781673347270807,,,156,180
50,1,1477.9592169999996,3.421811740424831e-24,292.0,,,3265.403652,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            2 e,            3 e,0.00040406435131053073,,,60,84
50,1,1484.0506169999999,1.043333737160697e-18,85.87899999999999,,,688.677139,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            9 e,           10 e,0.00019608671551127576,,,228,252
50,1,1490.5128960000002,2.7246655237656863e-24,331.52,,,3229.82507,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            1 e,            2 e,0.0004430857704779065,,,36,60
50,1,1490.6565449999998,3.831738259127545e-21,181.05,,,1881.3550489999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            5 e,            6 e,0.00023654175107156033,,,132,156
50,1,1493.8287830000008,3.446023858637994e-27,282.83,,,4743.362869,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            3 e,            2 e,0.0003769615364994153,,,84,60
50,1,1499.54299,1.7297183160629106e-18,88.67,,,564.10793,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            8 e,            9 e,0.00011562439189029276,,,204,228
50,1,1501.1690059999992,1.1986293339016367e-30,387.17,,,6670.3664100000005,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           10 e,            9 e,0.0007402877818794526,,,252,228
50,1,1502.7299999999996,1.5361988673036243e-24,507.82,,,3206.078866,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            0 e,            1 e,0.00021484878403193254,,,12,36
50,1,1504.5565579999998,4.578980819784426e-21,188.83,,,1808.265007,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            4 e,            5 e,0.00021393690658696549,,,108,132
50,1,1513.6290529999997,3.9110789212527876e-27,310.18,,,4823.891652,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            5 e,            4 e,0.00037892611417003185,,,132,108
50,1,1514.7513,2.669165398985092e-18,91.647,,,451.76255599999996,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            7 e,            8 e,0.0004799051989716303,,,180,204
50,1,1518.140154,4.9537404222149696e-21,198.79,,,1747.263498,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            3 e,            4 e,0.00043605618903989885,,,84,108
50,1,1526.124416,1.6427636957649755e-24,176.22,,,3194.21355,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            1 e,            0 e,0.0005663161661121816,,,36,12
50,1,1529.6660729999999,3.8201374227416465e-18,94.887,,,351.68897599999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            6 e,            7 e,0.00017894133116750865,,,156,180
50,1,1531.40003,4.736204021829747e-21,213.53,,,1698.4250399999999,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            2 e,            3 e,0.00011428473213863697,,,60,84
50,1,1531.8879909999996,2.984045348524677e-27,328.38,,,4950.164703,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            7 e,            6 e,0.0007264158588577206,,,180,156
50,1,1532.0590000000002,7.357222236210376e-32,411.55,,,7328.817656,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           15 e,           14 e,0.0003126403684747061,,,372,348
50,1,1537.2840029999998,3.1158368292201818e-24,215.56,,,3206.078866,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            2 e,            1 e,0.00013171180660821564,,,60,36
50,1,1541.3720000000003,1.6244852742795125e-32,418.03,,,7665.264898,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           17 e,           16 e,0.0007102112361825881,,,420,396
50,1,1544.3271109999998,3.793944309780758e-21,242.57,,,1661.751755,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            1 e,            2 e,0.00021393690658696549,,,36,60
50,1,1548.5493460000007,1.676140916633116e-27,342.73,,,5121.817064,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,            9 e,            8 e,0.00047508525550684055,,,228,204
50,1,1556.2636890000012,1.1337715494249689e-27,348.99,,,5224.5195539999995,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           10 e,            9 e,0.0005828147218456308,,,252,228
50,1,1556.7160000000003,1.499817213950015e-34,426.01,,,8680.640831,,,   X1Sigma+ 5 0,   X1Sigma+ 4 0,           22 e,           21 e,0.000589358973801197,,,540,516
50,1,1556.911058,2.1479835988443424e-21,371.81,,,1637.302492,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            0 e,            1 e,0.00037454105248957686,,,12,36
50,1,1558.4880000000003,4.7136473501791644e-24,248.42,,,3265.403652,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            4 e,            3 e,0.0005117665483401587,,,108,84
50,1,1558.57851,6.096435623506817e-18,102.81,,,188.68498799999998,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            4 e,            5 e,0.0002524004754353684,,,108,132
50,1,1568.5171590000004,4.700256121098469e-24,258.5,,,3312.8215649999997,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            5 e,            4 e,0.00021435018077902335,,,132,108
50,1,1570.4283940000005,4.285200706598864e-28,360.09,,,5463.278812,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           12 e,           11 e,0.00012842507543311003,,,300,276
50,1,1572.556719,6.658082902042573e-18,108.29,,,125.868321,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            3 e,            4 e,9.479451460923253e-05,,,84,108
50,1,1576.8669689999997,2.403718646470782e-28,365.01,,,5599.166581,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           13 e,           12 e,0.0005225638716941691,,,324,300
50,1,1578.1531090000008,4.2489773136820315e-24,266.89,,,3372.0115939999996,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            6 e,            5 e,0.00026629307163349186,,,156,132
50,1,1581.017365,2.3046948091883533e-21,129.2,,,1625.061501,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            1 e,            0 e,0.0006034509093538595,,,36,12
50,1,1582.867397,1.270967445225472e-28,369.55,,,5745.950259,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           14 e,           13 e,0.0002481289987083331,,,348,324
50,1,1586.203866,6.4151634872826005e-18,116.37,,,75.547889,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            2 e,            3 e,0.0002560878755427519,,,60,84
50,1,1587.3895380000004,3.526482129729697e-24,274.21,,,3442.9649369999997,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            7 e,            6 e,0.0007879295653800536,,,180,156
50,1,1588.4254840000003,6.343471656124293e-29,373.7,,,5903.498025,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           15 e,           14 e,0.0007594116143436312,,,372,348
50,1,1592.5225779999998,4.366853888397141e-21,158.16,,,1637.302492,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            2 e,            1 e,0.0001260634760745554,,,60,36
50,1,1593.5362260000002,2.991792891209266e-29,377.48,,,6071.728672,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           16 e,           15 e,0.0003862136714307249,,,396,372
50,1,1596.218011,2.708527419945582e-24,280.78,,,3525.599053,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            8 e,            7 e,0.00020631286920597076,,,204,180
50,1,1598.1939999999995,1.334997356901858e-29,380.88,,,6250.4925,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           17 e,           16 e,0.0004249258758889602,,,420,396
50,1,1599.511138,5.1697726637239674e-18,132.28,,,37.791354,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            1 e,            2 e,0.000160701586799882,,,36,60
50,1,1602.3949999999995,5.641155019061379e-30,383.9,,,6439.692664,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           18 e,           17 e,0.0006266617907611728,,,444,420
50,1,1603.651897,5.8484706276657215e-21,172.78,,,1661.751755,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            3 e,            2 e,0.00043782302360657096,,,84,60
50,1,1604.6331939999995,1.934869567556506e-24,286.8,,,3619.88636,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,            9 e,            8 e,0.00023360008561642268,,,228,204
50,1,1606.134000000001,2.259824097487519e-30,386.52,,,6639.167372999999,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           19 e,           18 e,0.0008858154435321163,,,468,444
50,1,1612.21,3.1015765459856762e-31,390.59,,,7068.430831000001,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           21 e,           20 e,0.0004314487223297805,,,516,492
50,1,1612.4695949999998,2.9397813296584445e-18,202.89,,,12.591906,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            0 e,            1 e,0.0006568751784014981,,,12,36
50,1,1612.6272960000001,1.2904053955931714e-24,292.37,,,3725.7301869999997,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           10 e,            9 e,0.00021232286735064595,,,252,228
50,1,1613.7559999999994,8.503671744442013e-37,384.57,,,9778.1892,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           31 e,           30 e,0.0003673472471654034,,,756,732
50,1,1614.3965249999999,6.5605232884824105e-21,182.58,,,1698.4250399999999,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            4 e,            3 e,0.00020554804791094464,,,108,84
50,1,1614.5399749999997,1.064612071898483e-31,392.0,,,7297.9192760000005,,,   X1Sigma+ 4 0,   X1Sigma+ 3 0,           22 e,           21 e,0.0005083404371088336,,,540,516
50,1,1620.1941629999992,8.055314521046391e-25,297.56,,,3843.0846490000004,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           11 e,           10 e,0.0001195198728245642,,,276,252
50,1,1624.7480959999996,6.503001354227867e-21,190.16,,,1747.263498,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            5 e,            4 e,0.0002943756104027642,,,132,108
50,1,1627.3280600000003,4.717298750699873e-25,302.4,,,3971.838521,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           12 e,           11 e,0.0005421162237011543,,,300,276
50,1,1634.0214760000008,2.5958849677925958e-25,306.93,,,4111.928782999999,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           13 e,           12 e,0.0002495756398369039,,,324,300
