M of AlH__27Al-1H__AlHambra,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
50,1,1634.6999299999998,5.8325714961189206e-21,196.51,,,1808.265007,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            6 e,            5 e,0.00012445079348883236,,,156,132
50,1,1637.302492,3.1644648988682617e-18,70.59899999999999,,,0.0,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            1 e,            0 e,0.0001298345100502944,,,36,12
50,1,1640.2690030000003,1.3444570291147838e-25,311.15,,,4263.2290219999995,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           14 e,           13 e,0.00020865521800328884,,,348,324
50,1,1644.2440040000001,4.7956542176762685e-21,202.1,,,1881.3550489999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            7 e,            6 e,0.00010890362712049586,,,180,156
50,1,1646.0665930000005,6.561554021536775e-26,315.08,,,4425.662079,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           15 e,           14 e,0.00011741379816699568,,,372,348
50,1,1649.159849,5.990745491568571e-18,86.491,,,12.591906,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            2 e,            1 e,0.0003363049211653021,,,60,36
50,1,1651.4079860000002,3.0215560901605514e-26,318.71,,,4599.084514,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           16 e,           15 e,0.00018878824115924173,,,396,372
50,1,1653.3725040000002,3.6422794302093134e-21,207.16,,,1966.5138559999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            8 e,            7 e,0.0004904079934095691,,,204,180
50,1,1656.287985,1.314179986987196e-26,322.05,,,4783.404679,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           17 e,           16 e,0.0003918902907702614,,,420,396
50,1,1660.633686,8.00058055480568e-18,94.557,,,37.791354,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            3 e,            2 e,0.00015163772617656862,,,84,60
50,1,1660.7019919999993,5.404916565032469e-27,325.09,,,4978.465381,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           18 e,           17 e,5.303772242470448e-05,,,444,420
50,1,1662.0792669999996,2.5687833082416e-21,211.82,,,2063.65092,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,            9 e,            8 e,0.00011260994627474075,,,228,204
50,1,1664.067,2.1053413428191838e-27,327.83,,,5184.159659,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           19 e,           18 e,0.0002427385424690525,,,468,444
50,1,1668.1160200000004,7.759368523057361e-28,330.25,,,5400.314811,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           20 e,           19 e,0.0004829120002650586,,,492,468
50,1,1670.3568930000006,1.688386605195805e-21,216.18,,,2172.7277559999998,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           10 e,            9 e,0.00010780074211247343,,,252,228
50,1,1671.1067050000001,2.7138670260676716e-28,332.36,,,5626.812571,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           21 e,           20 e,0.0001283160161476345,,,516,492
50,1,1671.715609,8.935084129736204e-18,100.0,,,75.547889,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            4 e,            3 e,0.0002530553299181821,,,108,84
50,1,1673.6169999999993,9.010749901818515e-29,334.13,,,5863.467563,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           22 e,           21 e,0.0008577487977257678,,,540,516
50,1,1675.6419999999998,2.8426937499264184e-29,335.57,,,6110.145635,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           23 e,           22 e,0.0010403504217329851,,,564,540
50,1,1676.0190000000011,2.299451037299915e-33,335.57,,,8102.1702,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           30 e,           29 e,0.000358420144523156,,,732,708
50,1,1678.1991910000002,1.037083201972679e-21,220.27,,,2293.63933,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           11 e,           10 e,0.0004103864032835396,,,276,252
50,1,1678.7779999999993,6.635264641925646e-31,337.79,,,6908.487565,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           26 e,           25 e,0.0006096047900074277,,,636,612
50,1,1678.8349999999991,1.7242092234684554e-31,337.81,,,7193.354635,,,   X1Sigma+ 3 0,   X1Sigma+ 2 0,           27 e,           26 e,0.0013194866426000681,,,660,636
50,1,1682.396686,8.800995824000846e-18,104.24,,,125.868321,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            5 e,            4 e,0.0001118257573191436,,,132,108
50,1,1685.5986089999997,5.96520202357237e-22,224.12,,,2426.3301739999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           12 e,           11 e,0.00012525573839150046,,,300,276
50,1,1692.5501759999993,3.219262958959548e-22,227.76,,,2570.6788460000002,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           13 e,           12 e,0.0001074476616776745,,,324,300
50,1,1692.6700609999998,7.83250161453828e-18,107.83,,,188.68498799999998,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            6 e,            5 e,0.00018166177363441104,,,156,132
50,1,1699.0478919999996,1.6322951327077675e-22,231.2,,,2726.614187,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           14 e,           13 e,0.00011510864433221338,,,348,324
50,1,1705.0856190000004,7.787194730584791e-23,234.44,,,2893.9988949999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           15 e,           14 e,0.00010244998779892558,,,372,348
50,1,1708.5079999999998,1.741796078072794e-36,243.75,,,9554.707806,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           38 e,           37 e,0.000282842712474619,,,924,900
50,1,1710.6588120000001,3.4990154904811584e-23,237.47,,,3072.745867,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           16 e,           15 e,0.0001483846353232032,,,396,372
50,1,1711.9619440000001,4.788716894526209e-18,113.89,,,351.68897599999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            8 e,            7 e,0.00017851890656174209,,,204,180
50,1,1715.761861,1.4827907043119296e-23,240.31,,,3262.70352,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           17 e,           16 e,0.00011321660655575225,,,420,396
50,1,1720.3899970000002,5.931610323582008e-24,242.95,,,3463.7696619999997,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           18 e,           17 e,0.00018560711193270585,,,444,420
50,1,1720.9651999999999,3.3331633303733856e-18,116.58,,,451.76255599999996,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,            9 e,            8 e,0.00011676472069936193,,,228,204
50,1,1724.5383689999999,2.2424553834617016e-24,245.38,,,3675.7764420000003,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           19 e,           18 e,0.0004929462445338233,,,468,444
50,1,1728.203908,8.019238636907125e-25,247.61,,,3898.6086630000004,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           20 e,           19 e,0.0001727917822120022,,,492,468
50,1,1729.5313999999998,2.158447585883166e-18,119.1,,,564.10793,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           10 e,            9 e,0.00013023056476879765,,,252,228
50,1,1731.3819900000008,2.7155007594494455e-25,249.61,,,4132.085572999999,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           21 e,           20 e,0.00024640211038057285,,,516,492
50,1,1734.0689999999995,8.715087506148049e-26,251.39,,,4376.076635,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           22 e,           21 e,0.0005649814156235583,,,540,516
50,1,1735.715000000001,3.332509401818864e-31,256.14,,,7015.0925,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           31 e,           30 e,0.001148195976303697,,,756,732
50,1,1736.2609190000003,2.653888746970613e-26,252.94,,,4630.387565,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           23 e,           22 e,0.0004906342833516631,,,564,540
50,1,1737.5590000000002,1.6071567369857164e-30,256.7,,,6684.787406,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           30 e,           29 e,0.0010807705584442982,,,732,708
50,1,1737.6530349999998,1.3039143711243637e-18,121.49,,,688.677139,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           11 e,           10 e,0.00020359273071502332,,,276,252
50,1,1737.9570000000003,7.678151361821558e-27,254.25,,,4894.775635,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           24 e,           23 e,0.00039953222648492323,,,588,564
50,1,1738.8929999999991,7.414393024584439e-30,256.97,,,6363.2772,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           29 e,           28 e,0.0006010407640085653,,,708,684
50,1,1739.1530000000002,2.109840649279621e-27,255.31,,,5169.334565,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           25 e,           24 e,0.00047111888096318106,,,612,588
50,1,1739.7179999999998,3.2686041516803085e-29,256.96,,,6050.773305,,,   X1Sigma+ 2 0,   X1Sigma+ 1 0,           28 e,           27 e,0.00014000714267493642,,,684,660
50,1,1745.3241050000001,7.364672046081642e-19,123.76,,,825.354741,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           12 e,           11 e,0.00011954078801814886,,,300,276
50,1,1752.5381550000002,3.895496522280818e-19,125.92,,,974.076032,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           13 e,           12 e,0.00010780074211247343,,,324,300
50,1,1759.2891019999997,1.9329099436667203e-19,127.98,,,1134.709793,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           14 e,           13 e,0.00011621101496846157,,,348,324
50,1,1765.570919,9.007630789023085e-20,129.94,,,1307.174948,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           15 e,           14 e,0.00037854061869236705,,,372,348
50,1,1771.378993,3.947428130921144e-20,131.79,,,1491.324527,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           16 e,           15 e,0.00017147886167105263,,,396,372
50,1,1776.7077929999996,1.6286332930629604e-20,133.55,,,1687.0618690000001,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           17 e,           16 e,0.00022132555207205517,,,420,396
50,1,1781.5519170000002,6.3334534702658394e-21,135.21,,,1894.224525,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           18 e,           17 e,0.00039220020397750946,,,444,420
50,1,1785.9070020000004,2.3236111387318112e-21,136.77,,,2112.701661,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           19 e,           18 e,0.00023189868477419185,,,468,444
50,1,1789.7699439999997,8.051461533527454e-22,138.22,,,2342.3156289999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           20 e,           19 e,0.00037522526567383495,,,492,468
50,1,1793.1350550000002,2.6371148142784803e-22,139.55,,,2582.94158,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           21 e,           20 e,0.0004789874737401804,,,516,492
50,1,1793.7260000000006,7.301256925031963e-30,145.53,,,6262.862706,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           33 e,           32 e,0.000565685424949238,,,804,780
50,1,1796.0,8.17520652722388e-23,140.78,,,2834.387565,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           22 e,           21 e,0.0005748756387254552,,,540,516
50,1,1798.2599999999998,2.4006187064566396e-23,141.88,,,3096.515635,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           23 e,           22 e,0.0006504313953062229,,,564,540
50,1,1798.7980000000007,2.1351924045490073e-28,145.97,,,5555.178704999999,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           31 e,           30 e,0.0008478213255161726,,,756,732
50,1,1800.2140000000004,6.683939557789755e-24,142.87,,,3369.1205649999997,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           24 e,           23 e,0.0005033577256782695,,,588,564
50,1,1800.5529999999999,1.0805275791130028e-27,145.96,,,5214.5395,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           30 e,           29 e,0.0009046153878859236,,,732,708
50,1,1801.7889999999998,5.22355053995469e-27,145.8,,,4882.998406000001,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           29 e,           28 e,0.0006706780151458671,,,708,684
50,1,1802.5060000000003,2.4095566373220154e-26,145.49,,,4560.7712,,,   X1Sigma+ 1 0,   X1Sigma+ 0 0,           28 e,           27 e,0.0007985793636201726,,,684,660
50,1,2424.2124950000007,5.9130690461116095e-34,4.7534,,,7353.976705,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           30 e,           31 e,0.0006354093168973839,,,732,756
50,1,2451.5691960000013,2.473701434911778e-34,22.488000000000003,,,7785.787635,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           22 e,           23 e,0.0010497280600231661,,,540,564
50,1,2487.944794000001,3.4715228104705685e-32,1.4155,,,6262.862706,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           31 e,           32 e,0.001072392185723115,,,756,780
50,1,2508.9124349999984,6.718626965166294e-32,5.1989,,,6363.2772,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           27 e,           28 e,0.0010103331133838975,,,660,684
50,1,2536.49226,2.9871078580718742e-31,5.3675,,,6050.773305,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           26 e,           27 e,0.0005067642449897191,,,636,660
50,1,2545.810767,1.3156255996606815e-31,13.023,,,6366.648484,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           22 e,           23 e,0.000632710044175055,,,540,564
50,1,2546.991495,1.0281448752112235e-30,1.5045,,,5555.178704999999,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           29 e,           30 e,0.0006659737232053529,,,708,732
50,1,2567.4695250000013,5.486865277179802e-32,26.711,,,6639.167372999999,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           17 e,           18 e,0.000601202129071413,,,420,444
50,1,2570.4951960000008,4.439477540555127e-31,13.475999999999999,,,6110.145635,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           21 e,           22 e,0.000572489301210075,,,516,540
50,1,2575.9518049999997,5.251576408778663e-30,1.5536,,,5214.5395,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           28 e,           29 e,0.0007069660529332366,,,684,708
50,1,2604.519493999999,2.567183934607085e-29,1.6059,,,4882.998406000001,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           27 e,           28 e,0.000537776905417107,,,660,684
50,1,2610.384156,3.346538365547238e-31,28.746,,,6250.4925,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           15 e,           16 e,0.00034531290158347684,,,372,396
50,1,2616.4530699999996,1.9993802567306044e-29,5.9408,,,5169.334565,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           23 e,           24 e,0.0009743064199726902,,,564,588
50,1,2618.488802,4.362633484743317e-30,14.459000000000001,,,5626.812571,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           19 e,           20 e,0.0008889775025274823,,,468,492
50,1,2632.5834349999996,1.199813135638123e-28,1.6617,,,4560.7712,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           26 e,           27 e,0.001165332999618564,,,636,660
50,1,2641.7728529999995,1.2678041312636915e-29,14.992,,,5400.314811,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           18 e,           19 e,0.000624832777629343,,,444,468
50,1,2642.3089279999995,7.387893813953494e-29,6.1561,,,4894.775635,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           22 e,           23 e,0.0008789021561015766,,,540,564
50,1,2664.526841,3.4979125155219825e-29,15.556,,,5184.159659,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           17 e,           18 e,0.00041308836827003495,,,420,444
50,1,2667.5317110000005,2.596885203529354e-28,6.3843,,,4630.387565,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           21 e,           22 e,0.0003143405796266209,,,516,540
50,1,2686.7995170000004,9.15316791788899e-29,16.152,,,4978.465381,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           16 e,           17 e,0.000381797066515708,,,396,420
50,1,2692.3541960000002,8.684043521283162e-28,6.6262,,,4376.076635,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           20 e,           21 e,0.0004214356415871823,,,492,516
50,1,2708.256604,1.174234469035228e-29,34.918,,,5463.278812,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           10 e,           11 e,0.0006047230771187752,,,252,276
50,1,2708.51883,2.268895864787537e-28,16.782,,,4783.404679,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           15 e,           16 e,0.0007396715487295695,,,372,396
50,1,2716.1410860000005,2.759945390557721e-27,6.8824,,,4132.085572999999,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           19 e,           20 e,0.0002585072532831526,,,468,492
50,1,2729.733142,5.322295953573238e-28,17.449,,,4599.084514,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           14 e,           15 e,0.00011892854997854805,,,348,372
50,1,2740.558709999999,8.316148158439692e-27,7.1537,,,3898.6086630000004,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           18 e,           19 e,0.00015570806016388492,,,444,468
50,1,2741.02507,3.563770862597298e-26,1.9227,,,3369.1205649999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           22 e,           23 e,0.0006216309194369276,,,540,564
50,1,2750.3714710000004,1.1798890342092067e-27,18.155,,,4425.662079,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           13 e,           14 e,0.00038393879720601307,,,324,348
50,1,2763.916222,2.376306451136553e-26,7.4408,,,3675.7764420000003,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           17 e,           18 e,0.0004952625566303191,,,420,444
50,1,2766.951928,1.3069149519103677e-25,1.9985,,,3096.515635,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           21 e,           22 e,0.0006215504806530199,,,516,540
50,1,2770.4781840000005,2.46912244354528e-27,18.904,,,4263.2290219999995,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           12 e,           13 e,0.00012907362240210043,,,300,324
50,1,2786.7228380000006,6.428943900991137e-26,7.7447,,,3463.7696619999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           16 e,           17 e,0.00021064187617850352,,,396,420
50,1,2792.4250060000004,4.5509587832603505e-25,2.079,,,2834.387565,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           20 e,           21 e,0.0004981335162383676,,,492,516
50,1,2806.4469279999994,1.047748789661165e-28,46.131,,,4881.338724,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,            4 e,            5 e,0.000904389849567099,,,108,132
50,1,2808.9447220000006,9.039427635570067e-27,20.546,,,3971.838521,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           10 e,           11 e,0.0006811057186663462,,,252,276
50,1,2809.025152,1.6451017971809072e-25,8.0665,,,3262.70352,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           15 e,           16 e,0.0001273184982632139,,,372,396
50,1,2817.373231,1.5029371740982733e-24,2.1644,,,2582.94158,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           19 e,           20 e,0.0005338773267333986,,,468,492
50,1,2827.281761,1.57594770069945e-26,21.451,,,3843.0846490000004,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            9 e,           10 e,0.000443419665779496,,,228,252
50,1,2830.752158,3.976552218103647e-25,8.4073,,,3072.745867,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           14 e,           15 e,0.00022717834403833477,,,348,372
50,1,2841.84403,4.702557761653588e-24,2.255,,,2342.3156289999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           18 e,           19 e,0.00036454080704360106,,,444,468
50,1,2851.9513640000005,9.06981942343941e-25,8.7686,,,2893.9988949999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           13 e,           14 e,0.00024066574330386116,,,324,348
50,1,2862.166334,3.932477457738631e-26,23.480999999999998,,,3619.88636,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            7 e,            8 e,0.0007256335163152264,,,180,204
50,1,2865.76372,1.392438106496624e-23,2.3512,,,2112.701661,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           17 e,           18 e,0.00017984715733088472,,,420,444
50,1,2872.5523940000003,1.9491783816097417e-24,9.1519,,,2726.614187,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           12 e,           13 e,0.0003727116848181714,,,300,324
50,1,2889.180154,3.8976213914775365e-23,2.4532,,,1894.224525,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           16 e,           17 e,0.00024922680433693323,,,396,420
50,1,2892.5999659999993,3.9418113022749425e-24,9.5594,,,2570.6788460000002,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           11 e,           12 e,0.00010666770832824713,,,276,300
50,1,2894.555768,7.363658524741791e-26,25.95,,,3442.9649369999997,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            5 e,            6 e,0.00020757649192526594,,,132,156
50,1,2909.807234000001,8.912033141274398e-26,27.476,,,3372.0115939999996,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            4 e,            5 e,0.0006022100962288826,,,108,132
50,1,2912.022645,1.0300772796547396e-22,2.5614,,,1687.0618690000001,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           15 e,           16 e,0.00020063897926375125,,,372,396
50,1,2912.027309,7.488446311351621e-24,9.9938,,,2426.3301739999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           10 e,           11 e,0.00021272047386182647,,,252,276
50,1,2924.3700870000007,9.783953033585364e-26,29.378,,,3312.8215649999997,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            3 e,            4 e,0.00041294188453098335,,,84,108
50,1,2930.8802239999995,1.334102727885523e-23,10.459000000000001,,,2293.63933,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            9 e,           10 e,0.00021020228352708258,,,228,252
50,1,2934.337552,2.567629384635544e-22,2.6763,,,1491.324527,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           14 e,           15 e,0.0001642589419179364,,,348,372
50,1,2939.4375550000004,8.043756534269498e-33,98.133,,,7297.9192760000005,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           22 e,           21 e,0.0005093220984799305,,,540,516
50,1,2947.015862,6.074597025534912e-29,67.016,,,5224.5195539999995,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           10 e,            9 e,0.0006275109560796529,,,252,228
50,1,2949.089308,2.2234569328491718e-23,10.959000000000001,,,2172.7277559999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            8 e,            9 e,0.00020175727991822253,,,204,228
50,1,2951.533797,7.766814995214181e-26,37.03,,,3229.82507,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            1 e,            2 e,0.000845243160279928,,,36,60
50,1,2956.0540739999997,6.02824384312855e-22,2.7983,,,1307.174948,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           13 e,           14 e,0.00036772272162595557,,,324,348
50,1,2956.1443980000004,8.706153560990363e-31,84.946,,,6250.4925,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           17 e,           16 e,0.0006238918175453177,,,420,396
50,1,2957.3786310000005,3.906638682763176e-30,79.742,,,5903.498025,,,   X1Sigma+ 5 0,   X1Sigma+ 3 0,           15 e,           14 e,0.0003556416735985815,,,372,348
50,1,2966.703555,3.457491374609094e-23,11.502,,,2063.65092,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            7 e,            8 e,0.000786583752692617,,,180,204
50,1,2969.5987939999995,3.699676083778733e-35,77.788,,,8422.346406,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           31 e,           30 e,0.0010287157041670941,,,756,732
50,1,2977.2189899999994,1.3314325786184037e-21,2.928,,,1134.709793,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           12 e,           13 e,0.0001336899397860587,,,300,324
50,1,2983.650847000001,4.9968572947935137e-23,12.099,,,1966.5138559999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            6 e,            7 e,0.0004915648482143531,,,156,180
50,1,2987.145317,5.0568974491238967e-26,20.77,,,3194.21355,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            1 e,            0 e,0.0009158738996171908,,,36,12
50,1,2997.762489,2.7621391568052888e-21,3.0661,,,974.076032,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           11 e,           12 e,0.0004081629576529453,,,276,300
50,1,2999.9836750000004,6.677521131893994e-23,12.77,,,1881.3550489999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            5 e,            6 e,0.0001170341830406826,,,132,156
50,1,3007.3665820000006,1.357629806210569e-25,28.8,,,3229.82507,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            3 e,            2 e,0.0003759414848084739,,,84,60
50,1,3015.6266450000003,8.186242266495547e-23,13.552999999999999,,,1808.265007,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            4 e,            5 e,0.00034056570584837224,,,108,132
50,1,3016.4151760000004,1.5712148612705654e-25,31.004,,,3265.403652,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            4 e,            3 e,0.0006827481233954438,,,108,84
50,1,3017.7299080000003,5.374342134515705e-21,3.2136,,,825.354741,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           10 e,           11 e,0.00013113733259449803,,,252,276
50,1,3024.69914,1.6097642708673534e-25,32.906,,,3312.8215649999997,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            5 e,            4 e,0.0002708671260969112,,,132,108
50,1,3037.0530479999998,9.787793668047307e-21,3.3716,,,688.677139,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            9 e,           10 e,0.0002031772625073977,,,228,252
50,1,3039.0877570000002,1.275853925225547e-25,36.347,,,3442.9649369999997,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            7 e,            6 e,0.0007174175910862515,,,180,156
50,1,3044.9378289999995,8.920102828253863e-23,15.89,,,1698.4250399999999,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            2 e,            3 e,0.0001175967686630887,,,60,84
50,1,3048.991688,5.042153688143582e-30,62.036,,,5863.467563,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           22 e,           21 e,0.0005314978833447975,,,540,516
50,1,3050.4800500000006,7.401547639780089e-26,39.633,,,3619.88636,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,            9 e,            8 e,0.0004569737410398982,,,228,204
50,1,3053.8282600000002,1.4732504753749626e-29,60.235,,,5626.812571,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           21 e,           20 e,0.00032310988842807023,,,516,492
50,1,3055.053056000001,5.07726026780496e-26,41.27,,,3725.7301869999997,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           10 e,            9 e,0.0005583547259583283,,,252,228
50,1,3055.77843,1.66496727814693e-20,3.5419,,,564.10793,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            8 e,            9 e,0.0001653602128687551,,,204,228
50,1,3058.586211,7.338074515763317e-23,18.393,,,1661.751755,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            1 e,            2 e,0.00047488314352059287,,,36,60
50,1,3061.1417140000003,1.0755237965417337e-28,56.655,,,5184.159659,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           19 e,           18 e,0.000895849317686853,,,468,444
50,1,3061.868685,1.9647627191538685e-26,44.571999999999996,,,3971.838521,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           12 e,           11 e,0.00041085885654321727,,,300,276
50,1,3063.6222829999997,2.68193267203593e-28,54.88,,,4978.465381,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           18 e,           17 e,0.0004973781257755511,,,444,420
