M of C2H2__12C2-1H2__aCeTY,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
26,1,1289.064694,2.9559013373429837e-24,0.43793000000000004,,,1906.740595,,, 0 0 0 3 0 0 1E2u, 0 0 0 0 1 0 1E2g,  18A1u  2E2g,  19A1g  2E2g,0.0009899494936611666,,,37,39
26,1,1289.9008869999998,2.6828427013301912e-30,0.058628,,,4274.338234000001,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,  12A1g  1E1g,  12A1u  1E1g,0.0007615773105863909,,,25,25
26,1,1290.5899829999998,2.960898283126646e-37,0.00021295,,,6471.155093,,, 1 1 0 2 0 2 0A1g, 1 1 0 0 1 0 1E2u,   5A2g  0A2g,   4A2u  2E2g,0.0008062257748298549,,,33,27
26,1,1290.642229000001,9.502115243703291e-37,0.0037343000000000003,,,7080.903172,,, 2 1 0 1 0 0 0E1g, 1 1 0 0 1 1 0A1u,  19A2g  1E1g,  19A2u  0A2g,0.0008062257748298549,,,117,117
26,1,1290.7921999999999,7.199355652240795e-22,0.064861,,,649.013272,,, 0 0 0 1 1 0 0E2u, 0 0 0 0 0 0 0A1g,  22A2u  2E2g,  23A2g  0A2g,0.0010295630140987001,,,135,141
26,1,1291.3051320000004,6.744945177374207e-34,0.005331600000000001,,,5516.356693,,, 1 1 0 0 2 0 0A1g, 0 1 0 3 0 0 0E1u,  14A1g  0A1g,  14A1u  1E1g,0.0009219544457292887,,,29,29
26,1,1291.3603600000001,2.5153092230615398e-29,0.22218000000000002,,,4051.649572,,, 0 1 0 0 2 1 0E1g, 0 1 0 0 0 0 1E1u,  10A1g  1E1g,  11A1u  1E1g,0.0007280109889280518,,,21,23
26,1,1291.4492250000003,4.178688322298975e-30,0.08247,,,4196.424021,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,   9A1g  1E1g,   9A1u  1E1g,0.0010816653826391967,,,19,19
26,1,1291.4684930000003,2.3326458321338636e-31,0.0025999,,,4151.1604609999995,,, 2 0 0 0 2 0 0A2u, 0 1 0 0 0 0 1E1g,  13A1u  0A2g,  12A1g  1E1g,0.0008062257748298549,,,27,25
26,1,1291.4708110000001,7.13325360467673e-30,0.0048039,,,3501.5061960000003,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 0 0 0A1g,   9A1u  2E2g,  10A1g  0A1g,0.0007071067811865475,,,19,21
26,1,1291.507482,3.43025668941872e-39,1.3747e-05,,,6993.1666510000005,,, 1 1 0 4 0 0 0A2u, 2 0 0 0 0 0 4E2g,  12A2u  0A1g,  12A2g  2E2g,0.0009899494936611666,,,75,75
26,1,1291.5487079999994,8.783729650806331e-39,3.225e-05,,,6939.268308,,, 1 1 0 4 0 0 0A2u, 2 0 0 0 0 0 4E2g,  10A2u  0A1g,  10A2g  2E2g,0.0009219544457292887,,,63,63
26,1,1291.9391619999997,3.3840906771435025e-32,0.006581699999999999,,,5006.5627030000005,,, 1 1 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  16A2g  1E1g,  16A2u  2E2g,0.0010630145812734648,,,99,99
26,1,1292.318391,2.0328689918080474e-22,4.2825,,,1515.246183,,, 0 0 0 0 4 0 0A2u, 0 0 0 0 0 0 2A1g,   6A2u  0A1g,   7A2g  0A2g,0.000608276253029822,,,39,45
26,1,1292.485020000002,2.440286559753387e-40,0.066986,,,9327.82087,,, 0 3 0 1 0 0 0E1g, 1 2 0 0 0 0 1E1u,  15A2g  1E1g,  14A2u  1E1g,0.0009486832980505138,,,93,87
26,1,1292.4902329999995,6.171941541037722e-32,0.0081825,,,4870.430306,,, 1 1 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  12A2g  1E1g,  12A2u  2E2g,0.00044721359549995795,,,75,75
26,1,1292.5126880000007,1.686722897626276e-30,0.039579,,,4303.987082,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,  13A1g  1E1g,  13A1u  1E1g,0.0007615773105863909,,,27,27
26,1,1292.6974389999996,8.872587352685052e-32,0.010775,,,4816.447871,,, 1 1 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  10A2g  1E1g,  10A2u  2E2g,0.0006708203932499369,,,63,63
26,1,1293.168275,8.106990333779032e-31,0.023059,,,4371.784581,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,  15A1g  1E1g,  15A1u  1E1g,0.0007615773105863909,,,31,31
26,1,1293.7769429999998,1.3661004517549753e-36,0.0026287,,,6672.612579,,, 2 1 0 1 0 0 0E1g, 1 1 0 0 1 1 0A1u,   5A2g  1E1g,   5A2u  0A2g,0.0006708203932499369,,,33,33
26,1,1293.9863379999997,5.318704369502729e-31,0.019518999999999998,,,4448.919581,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,  17A1g  1E1g,  17A1u  1E1g,0.0007615773105863909,,,35,35
26,1,1294.5377789999993,8.66082540545785e-30,0.00024393,,,2973.1595820000002,,, 1 0 0 0 2 1 0E1u, 1 0 0 0 0 0 1E1g,  17A1u  1E1g,  18A1g  1E1g,0.0007810249675906653,,,35,37
26,1,1294.8950379999987,3.298751913943612e-38,0.006800499999999999,,,7904.536362000001,,, 2 1 0 0 1 0 1E2g, 0 2 0 1 0 0 0E1u,  20A2g  2E2g,  20A2u  1E1g,0.0008544003745317531,,,123,123
26,1,1295.0059780000001,6.44981486812108e-33,0.0012416999999999999,,,5003.495887,,, 1 1 0 1 0 0 0E1g, 1 0 0 1 3 0 0E2u,  16A2g  1E1g,  15A2u  2E2g,0.0009219544457292887,,,99,93
26,1,1295.076186,8.028422767287671e-22,0.047794,,,543.2635230000001,,, 0 0 0 1 1 0 0E2u, 0 0 0 0 0 0 0A1g,  20A2u  2E2g,  21A2g  0A2g,0.0008602325267042626,,,123,129
26,1,1295.78286,3.2710702221314725e-20,2.1042,,,247.02403399999997,,, 0 0 0 0 2 0 0A2u, 0 0 0 0 0 0 0A1g,  13A1u  0A2g,  14A1g  0A1g,0.0004242640687119285,,,27,29
26,1,1295.8596120000002,2.239114907026046e-21,2.8133,,,858.439409,,, 0 0 0 3 0 0 0E1u, 0 0 0 0 0 0 1E1g,  13A1u  1E1g,  14A1g  1E1g,0.0007615773105863909,,,27,29
26,1,1296.941213,3.2384769336964705e-32,4.7081e-06,,,3387.514719,,, 1 0 0 0 1 3 0A2g, 1 0 0 1 1 0 0E2u,   8A2g  0A1g,   8A2u  2E2g,0.00044721359549995795,,,51,51
26,1,1296.9829200000004,1.388253682451303e-32,6.0036e-06,,,3408.639268,,, 1 0 0 0 1 3 0A2g, 1 0 0 1 1 0 0E2u,   9A1g  0A2g,   9A1u  2E2g,0.0007280109889280518,,,19,19
26,1,1297.241183,2.7280497082049296e-22,0.040428,,,493.90463600000004,,, 0 0 0 1 1 0 0E2u, 0 0 0 0 0 0 0A1g,  19A1u  2E2g,  20A1g  0A1g,0.0007615773105863909,,,39,41
26,1,1297.3695349999998,3.381091100590148e-31,0.013968000000000001,,,4460.107081,,, 0 1 0 0 0 3 0E1g, 1 0 0 0 0 3 0E1u,  16A1g  1E1g,  16A1u  1E1g,0.0007211102550927978,,,33,33
26,1,1297.654188,1.6539002034200357e-21,2.9534,,,835.020709,,, 0 0 0 0 3 0 0E1g, 0 0 0 1 0 0 0E1u,   8A1g  1E1g,   9A1u  1E1g,0.0005099019513592785,,,17,19
26,1,1298.0649020000005,5.3263092982723705e-28,0.026888,,,3103.529822,,, 1 0 0 0 3 0 0E1g, 1 0 0 1 0 0 0E1u,  18A1g  1E1g,  18A1u  1E1g,0.0012727922061357855,,,37,37
26,1,1298.130846,6.87041630802039e-25,0.032875,,,1897.378791,,, 0 0 0 3 0 0 1E2u, 0 0 0 0 0 0 2A1g,  18A2u  2E2g,  19A2g  0A2g,0.0007810249675906653,,,111,117
26,1,1298.8135440000005,1.066087142958937e-30,0.027375,,,4268.8359869999995,,, 0 1 0 0 0 3 0E1g, 1 0 0 0 0 3 0E1u,  10A1g  1E1g,  10A1u  1E1g,0.0006403124237432849,,,21,21
26,1,1299.3965629999993,6.622135038543695e-37,0.026072,,,7637.389770000001,,, 0 2 0 0 0 0 2A1g, 0 2 0 0 0 0 0A2u,  29A2g  0A2g,  30A2u  0A1g,0.0004123105625617661,,,177,183
26,1,1299.9066329999996,3.7287283458498424e-30,0.0014870999999999999,,,3730.6558219999997,,, 1 0 0 0 4 0 0A2u, 0 1 0 0 0 0 0A1g,  16A2u  0A1g,  17A2g  0A2g,0.0003605551275463989,,,99,105
26,1,1299.9972310000003,9.160649271712626e-31,0.004365,,,4214.363811,,, 0 1 0 3 0 0 0E1u, 1 0 0 0 3 0 0E1g,  14A2u  1E1g,  13A2g  1E1g,0.0004123105625617661,,,87,81
26,1,1300.2279090000002,6.295798929166597e-39,0.00024005,,,7637.389770000001,,, 0 2 0 0 1 1 0A2g, 0 2 0 0 0 0 0A2u,  30A2g  0A1g,  30A2u  0A1g,0.000608276253029822,,,183,183
26,1,1300.319488,3.81999439946187e-20,2.1333,,,183.517273,,, 0 0 0 0 2 0 0A2u, 0 0 0 0 0 0 0A1g,  11A1u  0A2g,  12A1g  0A1g,0.0010295630140987001,,,23,25
26,1,1300.439796,2.6033277358133604e-21,2.8408,,,795.004338,,, 0 0 0 3 0 0 0E1u, 0 0 0 0 0 0 1E1g,  11A1u  1E1g,  12A1g  1E1g,0.0005,,,23,25
26,1,1300.4398310000006,2.6182093405484104e-27,0.38268,,,3387.514719,,, 1 0 0 2 0 2 0E2g, 1 0 0 1 1 0 0E2u,   8A2g  2E2g,   8A2u  2E2g,0.0006324555320336758,,,51,51
26,1,1300.4981239999997,7.452849457244769e-38,0.0034443000000000004,,,7509.195012,,, 0 2 0 0 2 1 0E1u, 0 2 0 1 0 0 0E1g,  13A2u  1E1g,  14A2g  1E1g,0.0006708203932499369,,,81,87
26,1,1301.2584279999983,5.513056263372306e-37,0.030752999999999996,,,7576.087629000001,,, 0 2 0 0 2 1 0E1u, 1 1 0 0 3 0 0E1g,  15A2u  1E1g,  14A2g  1E1g,0.0007615773105863909,,,93,87
26,1,1301.2925680000017,2.010846217297928e-40,1.0132e-05,,,7541.42848,,, 0 2 0 0 2 1 0E1u, 0 2 0 0 0 0 1E1g,  14A2u  1E1g,  14A2g  1E1g,0.0008062257748298549,,,87,87
26,1,1301.4237870000006,1.0546979393553358e-37,0.0041245,,,7635.362545999999,,, 0 2 0 0 0 0 2A1g, 2 0 0 3 0 0 1E2u,  29A2g  0A2g,  28A2u  2E2g,0.000565685424949238,,,177,171
26,1,1301.5301749999999,3.954969694037522e-25,0.00046362,,,1154.343245,,, 0 0 0 0 2 1 0E1u, 0 0 0 0 0 0 1E1g,  20A2u  1E1g,  21A2g  1E1g,0.0006708203932499369,,,123,129
26,1,1301.970286,9.651137471781686e-23,3.4684,,,1425.507953,,, 0 0 0 0 1 3 0A2g, 0 0 0 0 1 1 0A1u,   7A1g  0A2g,   8A1u  0A1g,0.001,,,15,17
26,1,1302.1400149999995,9.97911135184822e-28,0.016766,,,3101.928533,,, 1 0 0 0 3 0 0E1g, 1 0 0 1 0 0 0E1u,  18A2g  1E1g,  18A2u  1E1g,0.0007280109889280518,,,111,111
26,1,1302.2126119999996,1.4114196853223828e-24,0.050742,,,1425.507953,,, 0 0 0 2 0 2 0E2g, 0 0 0 0 1 1 0A1u,   7A1g  2E2g,   8A1u  0A1g,0.0009433981132056604,,,15,17
26,1,1302.4916590000003,2.4588631548954867e-31,0.0089714,,,4420.075272,,, 0 1 0 0 0 3 0E1g, 1 0 0 0 0 3 0E1u,  15A1g  1E1g,  15A1u  1E1g,0.0010816653826391967,,,31,31
26,1,1302.8295340000009,9.395384131223266e-32,4.0873e-05,,,3385.1384359999997,,, 1 0 0 2 0 2 0E2g, 1 0 0 0 1 1 0A1u,   8A1g  2E2g,   8A1u  0A1g,0.0007071067811865475,,,17,17
26,1,1302.8413070000006,5.646209904316557e-31,0.007743600000000001,,,4457.546663,,, 0 1 0 0 0 3 0E1g, 1 0 0 0 0 3 0E1u,  16A2g  1E1g,  16A2u  1E1g,0.0006324555320336758,,,99,99
26,1,1303.0681769999992,1.303657403705569e-37,0.099635,,,8231.966833,,, 1 2 0 0 0 0 0A1g, 0 2 0 1 0 0 0E1u,  27A2g  0A2g,  26A2u  1E1g,0.0010630145812734648,,,165,159
26,1,1303.3897040000002,7.023379203480265e-38,0.00026259,,,6939.268308,,, 1 1 0 0 0 0 4E2u, 2 0 0 0 0 0 4E2g,  10A2u  2E2g,  10A2g  2E2g,0.0010630145812734648,,,63,63
26,1,1303.5053249999992,1.0275257030810196e-38,4.1943e-05,,,6993.1666510000005,,, 1 1 0 0 0 0 4E2u, 2 0 0 0 0 0 4E2g,  12A2u  2E2g,  12A2g  2E2g,0.0007280109889280518,,,75,75
26,1,1303.607582999999,6.206612909019565e-40,0.05898200000000001,,,9005.371877,,, 1 2 0 1 0 0 0E1u, 0 2 0 0 1 0 1E2g,  28A1u  1E1g,  27A1g  2E2g,0.000565685424949238,,,57,55
26,1,1304.1665979999998,2.1895563498552e-38,0.0009474,,,7509.195012,,, 2 1 0 1 1 0 0E2u, 0 2 0 1 0 0 0E1g,  14A2u  2E2g,  14A2g  1E1g,0.0006708203932499369,,,87,87
26,1,1304.9065760000003,1.487458113613184e-34,0.00033815,,,5451.173992,,, 1 1 0 1 1 0 0E2g, 0 1 0 3 0 0 0E1u,  12A2g  2E2g,  12A2u  1E1g,0.0007211102550927978,,,75,75
26,1,1304.9625039999992,7.351695572555872e-39,0.00059857,,,7729.394006,,, 0 2 0 0 2 1 0E1g, 0 2 0 0 0 0 1E1u,  22A2g  1E1g,  22A2u  1E1g,0.0008944271909999159,,,135,135
26,1,1305.0058910000007,1.0693115614723179e-35,0.0044793,,,6635.881015,,, 1 1 0 0 0 3 0E1g, 2 0 0 0 0 3 0E1u,  21A2g  1E1g,  21A2u  1E1g,0.0009219544457292888,,,129,129
26,1,1305.2923980000005,1.2606784212050468e-32,5.303e-06,,,3400.32979,,, 1 0 0 0 1 3 0A2g, 0 1 0 0 0 0 0A2u,   9A1g  0A2g,   9A1u  0A2g,0.0007615773105863909,,,19,19
26,1,1305.351886999999,2.5179897869023143e-38,0.00084116,,,7368.606126000001,,, 2 1 0 1 1 0 0E2u, 0 2 0 1 0 0 0E1g,   9A2u  2E2g,   9A2g  1E1g,0.0006708203932499369,,,57,57
26,1,1305.800201,9.85854498697361e-33,0.0018309,,,4992.701664,,, 1 1 0 1 0 0 0E1g, 0 1 0 0 2 0 0A2u,  16A2g  1E1g,  16A2u  0A1g,0.0009219544457292887,,,99,99
26,1,1306.1889829999996,2.1320928291564528e-32,1.6674e-05,,,3653.3096170000003,,, 1 0 0 0 1 3 0A2g, 0 1 0 0 0 0 0A2u,  17A1g  0A2g,  17A1u  0A2g,0.0009486832980505138,,,35,35
26,1,1306.227414,1.6463052505899558e-32,0.002085,,,4856.693125,,, 1 1 0 1 0 0 0E1g, 0 1 0 0 2 0 0A2u,  12A2g  1E1g,  12A2u  0A1g,0.00044721359549995795,,,75,75
26,1,1306.4133759999995,1.887972051694705e-32,0.0021904,,,4802.731934,,, 1 1 0 1 0 0 0E1g, 0 1 0 0 2 0 0A2u,  10A2g  1E1g,  10A2u  0A1g,0.0006324555320336758,,,63,63
26,1,1306.6447780000008,2.0924686065796613e-38,0.00099439,,,7541.42848,,, 2 1 0 1 1 0 0E2u, 0 2 0 0 0 0 1E1g,  15A2u  2E2g,  14A2g  1E1g,0.0008062257748298549,,,93,87
26,1,1306.6519609999996,9.679799051913293e-31,0.00026336,,,3661.961926,,, 0 1 0 0 2 0 0A1g, 1 0 0 1 1 0 0E2u,  17A2g  0A2g,  17A2u  2E2g,0.0006324555320336758,,,105,105
26,1,1307.2522419999996,3.3396606235389845e-37,0.0062905,,,7337.126106999999,,, 0 2 0 0 2 1 0E1u, 0 2 0 0 0 0 1E1g,  14A2u  1E1g,  14A2g  1E1g,0.0006403124237432849,,,87,87
26,1,1307.2864880000002,2.1325502708715858e-32,0.00017864,,,4035.7234439999997,,, 0 1 0 0 2 1 0E1g, 1 0 0 3 0 0 0E1u,  10A1g  1E1g,  11A1u  1E1g,0.0007615773105863909,,,21,23
26,1,1307.4432460000016,1.2900137331471707e-37,0.0061379,,,7541.42848,,, 2 1 0 0 1 1 0A1u, 0 2 0 0 0 0 1E1g,  15A2u  0A2g,  14A2g  1E1g,0.0008602325267042626,,,93,87
26,1,1307.753466,2.168862244398398e-28,6.9383e-06,,,1425.507953,,, 0 0 0 0 2 0 2A1g, 0 0 0 0 1 1 0A1u,   8A1g  0A1g,   8A1u  0A1g,0.0008544003745317531,,,17,17
26,1,1307.7805249999992,6.199743798136808e-34,0.12289000000000001,,,6107.613063000001,,, 1 1 0 0 0 3 0E1g, 2 0 0 0 0 3 0E1u,   3A2g  1E1g,   3A2u  1E1g,0.0009848857801796104,,,21,21
26,1,1308.2987639999997,6.2548010106579055e-27,0.079935,,,2657.699023,,, 1 0 0 3 0 0 0E1u, 1 0 0 0 0 0 1E1g,   8A1u  1E1g,   8A1g  1E1g,0.00058309518948453,,,17,17
26,1,1308.5570349999998,7.757402794183923e-31,0.030874000000000002,,,4448.919581,,, 0 1 0 0 0 3 0E1g, 0 1 0 1 0 0 0E1u,  16A1g  1E1g,  17A1u  1E1g,0.0006708203932499369,,,33,35
26,1,1308.8141159999996,2.2884951134029014e-31,0.0041656,,,4261.313421,,, 0 1 0 2 0 0 1E1u, 0 1 0 1 0 0 0E1g,  14A1u  1E1g,  14A1g  1E1g,0.0006708203932499369,,,29,29
26,1,1309.055128,5.650647930031614e-38,0.53351,,,8747.287482,,, 1 2 0 1 0 0 0E1u, 2 1 0 1 0 0 0E1g,  27A2u  1E1g,  26A2g  1E1g,0.0009486832980505138,,,165,159
26,1,1309.5975520000006,2.2561636498237905e-25,1.2564,,,2622.853636,,, 0 1 0 0 0 0 1E1u, 1 0 0 0 0 0 1E1g,   5A2u  1E1g,   6A2g  1E1g,0.0010816653826391967,,,33,39
26,1,1310.0060840000006,2.9475275669114957e-30,0.039469,,,4450.381886,,, 0 1 0 0 0 3 0E1g, 0 1 0 1 0 0 0E1u,  16A2g  1E1g,  17A2u  1E1g,0.000848528137423857,,,99,105
26,1,1310.0374460000003,5.90457656234523e-36,3.678e-05,,,5413.76744,,, 1 1 0 0 1 1 0A2g, 1 1 0 0 0 0 0A2u,  11A1g  0A2g,  11A1u  0A2g,0.0008062257748298549,,,23,23
26,1,1310.361717,4.723228208868899e-25,0.023622,,,1676.616894,,, 0 0 0 0 2 1 1A1u, 0 0 0 0 1 0 1E2g,  18A1u  0A1g,  19A1g  2E2g,0.0006403124237432849,,,37,39
26,1,1310.3722679999998,2.3984582158485705e-23,0.47067,,,1524.418336,,, 0 0 0 1 3 0 0E2u, 0 0 0 0 1 0 1E2g,   7A2u  2E2g,   7A2g  2E2g,0.0003605551275463989,,,45,45
26,1,1310.5101189999998,1.7236730342647544e-22,0.011340000000000001,,,247.02403399999997,,, 0 0 0 1 1 0 0E2u, 0 0 0 0 0 0 0A1g,  13A1u  2E2g,  14A1g  0A1g,0.0008544003745317531,,,27,29
26,1,1310.7206850000002,9.435199671877765e-40,0.0023842,,,8415.154147,,, 1 2 0 0 0 0 1E1g, 0 2 0 0 1 0 1E2u,  20A2g  1E1g,  19A2u  2E2g,0.0007211102550927978,,,123,117
26,1,1311.3095909999993,9.122087577910946e-39,0.012619,,,8258.467078,,, 1 2 0 1 0 0 0E1g, 1 1 0 2 0 0 2A2u,  17A2g  1E1g,  18A2u  0A1g,0.0012041594578792295,,,105,111
26,1,1311.653185,2.3181228975219083e-22,5.1685,,,1294.824817,,, 0 0 0 0 1 1 2E2u, 0 0 0 0 1 0 1E2g,   6A1u  2E2g,   7A1g  2E2g,0.0005,,,13,15
26,1,1312.1520529999998,1.9734602082182207e-28,3.6351,,,4175.721193,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,   9A1g  1E1g,   8A1u  1E1g,0.001,,,19,17
26,1,1312.4712060000004,1.252284896914026e-25,0.018243000000000002,,,1906.740595,,, 0 0 0 1 3 0 0E2u, 0 0 0 0 1 0 1E2g,  19A1u  2E2g,  19A1g  2E2g,0.0009899494936611666,,,39,39
26,1,1313.8790389999995,1.597361955314588e-40,0.0013718,,,8484.733754,,, 3 1 0 0 0 0 1E1u, 0 2 0 3 0 0 0E1g,   8A2u  1E1g,   7A2g  1E1g,0.0005,,,51,45
26,1,1314.0683210000002,3.655533318396892e-20,2.2713,,,49.416288,,, 0 0 0 0 2 0 0A2u, 0 0 0 0 0 0 0A1g,   5A1u  0A2g,   6A1g  0A1g,0.0008544003745317531,,,11,13
26,1,1314.0921399999997,1.4065401422728052e-30,0.004780899999999999,,,4074.0532810000004,,, 1 1 0 0 0 0 0A2u, 0 1 0 0 0 0 1E1g,  10A2u  0A1g,   9A2g  1E1g,0.0006708203932499369,,,63,57
26,1,1314.2824330000003,2.4323125828302614e-21,2.9556,,,661.054495,,, 0 0 0 3 0 0 0E1u, 0 0 0 0 0 0 1E1g,   5A1u  1E1g,   6A1g  1E1g,0.00058309518948453,,,11,13
26,1,1314.4814220000007,1.0142655716884276e-34,0.00071907,,,5471.989861999999,,, 1 1 0 1 1 0 0E2g, 1 1 0 0 0 0 0A2u,  13A1g  2E2g,  13A1u  0A2g,0.0008944271909999159,,,27,27
26,1,1314.636611,5.922057592978618e-28,3.6595,,,4196.855282,,, 0 1 0 0 3 0 0E1g, 0 1 0 1 0 0 0E1u,  10A2g  1E1g,   9A2u  1E1g,0.0009848857801796104,,,63,57
26,1,1314.7147079999995,4.5754617878270284e-32,0.0051631,,,4794.430602,,, 1 1 0 1 0 0 0E1g, 0 1 0 0 1 1 0A1u,  10A2g  1E1g,   9A2u  0A2g,0.001,,,63,57
26,1,1314.916099,7.379151539383515e-31,0.000466,,,3501.5061960000003,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 0 0 0A1g,  10A1u  2E2g,  10A1g  0A1g,0.0005099019513592785,,,21,21
26,1,1315.0401800000009,4.2073590630985573e-32,6.2876e-06,,,3387.514719,,, 0 1 0 0 1 1 0A2g, 1 0 0 1 1 0 0E2u,   8A2g  0A1g,   8A2u  2E2g,0.0006324555320336758,,,51,51
26,1,1315.0698430000002,1.904780721693649e-32,8.4674e-06,,,3408.639268,,, 0 1 0 0 1 1 0A2g, 1 0 0 1 1 0 0E2u,   9A1g  0A2g,   9A1u  2E2g,0.0008246211251235322,,,19,19
26,1,1315.162076999999,2.5284882640155187e-30,0.0017655000000000001,,,3501.5061960000003,,, 1 0 0 0 4 0 0A2u, 0 1 0 0 0 0 0A1g,   9A1u  0A2g,  10A1g  0A1g,0.000608276253029822,,,19,21
26,1,1315.5048820000002,1.1381481424016418e-30,0.0011495,,,3690.914339,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 0 0 0A1g,  16A1u  2E2g,  16A1g  0A1g,0.000608276253029822,,,33,33
26,1,1315.6082440000018,3.1718801688423e-39,0.00046467,,,7544.224831999999,,, 0 2 0 3 0 0 0E1u, 0 2 0 1 0 0 0E1g,  15A1u  1E1g,  15A1g  1E1g,0.0010816653826391967,,,31,31
26,1,1315.7140849999996,1.2227254624985613e-38,0.00053842,,,7509.195012,,, 0 2 0 3 0 0 0E1u, 0 2 0 1 0 0 0E1g,  14A2u  1E1g,  14A2g  1E1g,0.000848528137423857,,,87,87
26,1,1315.7467579999993,1.913264244032425e-38,0.00058747,,,7368.606126000001,,, 2 1 0 0 2 0 0A2u, 0 2 0 1 0 0 0E1g,  10A2u  0A1g,   9A2g  1E1g,0.001,,,63,57
26,1,1315.9044189999995,3.133835076330435e-31,0.0040842,,,4216.951247,,, 0 1 0 0 2 1 0E1g, 0 1 0 0 0 0 1E1u,  16A1g  1E1g,  16A1u  1E1g,0.0009486832980505138,,,33,33
26,1,1315.9767039999997,1.893715388446358e-28,0.077394,,,3730.6558219999997,,, 0 1 0 0 0 0 2A2u, 0 1 0 0 0 0 0A1g,  16A2u  0A1g,  17A2g  0A2g,0.0007280109889280518,,,99,105
26,1,1316.02839,6.234616695579184e-23,0.11449000000000001,,,835.020709,,, 0 0 0 2 0 0 1E1g, 0 0 0 1 0 0 0E1u,   8A1g  1E1g,   9A1u  1E1g,0.00058309518948453,,,17,19
26,1,1316.071002,2.045210461849993e-23,0.46711,,,1524.418336,,, 0 0 0 3 0 0 1E2u, 0 0 0 0 1 0 1E2g,   6A2u  2E2g,   7A2g  2E2g,0.0006324555320336758,,,39,45
26,1,1316.1554899999999,1.8516230880278785e-22,4.5697,,,1279.9484,,, 0 0 0 1 0 3 0A2u, 0 0 0 1 0 1 0A1g,   5A1u  0A2g,   6A1g  0A1g,0.0006708203932499369,,,11,13
26,1,1316.3139510000005,5.636781756214048e-32,1.173e-05,,,3478.116651,,, 0 1 0 0 1 1 0A1u, 0 1 0 0 0 0 0A1g,   9A2u  0A2g,   9A2g  0A2g,0.0008062257748298549,,,57,57
26,1,1316.3471959999997,4.78207585542422e-31,0.0050049,,,4097.420244,,, 1 1 0 0 0 0 0A2u, 0 1 0 0 0 0 1E1g,  11A1u  0A2g,  10A1g  1E1g,0.0005,,,23,21
26,1,1316.383705,9.779676843146903e-20,2.3195,,,35.297925,,, 0 0 0 0 2 0 0A2u, 0 0 0 0 0 0 0A1g,   4A2u  0A1g,   5A2g  0A2g,0.0007280109889280518,,,27,33
26,1,1316.385515,2.3499259350750424e-32,1.4873e-05,,,3501.5061960000003,,, 0 1 0 0 1 1 0A1u, 0 1 0 0 0 0 0A1g,  10A1u  0A1g,  10A1g  0A1g,0.000608276253029822,,,21,21
26,1,1316.3957420000002,4.4903929844886544e-24,0.005821100000000001,,,858.439409,,, 0 0 0 0 2 1 0E1u, 0 0 0 0 0 0 1E1g,  13A1u  1E1g,  14A1g  1E1g,0.0004242640687119285,,,27,29
26,1,1316.448981999998,3.715442901202376e-42,2.8097e-05,,,8706.667428,,, 1 2 0 0 0 0 1E1u, 0 2 0 1 0 1 0A1g,  28A2u  1E1g,  29A2g  0A2g,0.0008062257748298549,,,171,177
26,1,1316.4682570000004,1.1111906765798799e-32,0.063782,,,5442.628954,,, 1 1 0 1 0 1 0A1g, 2 0 0 0 2 0 0A2u,  14A1g  0A1g,  13A1u  0A2g,0.0010630145812734648,,,29,27
26,1,1316.477581,7.808826702946342e-31,0.0063433,,,4026.532351,,, 0 1 0 0 2 1 0E1g, 0 1 0 0 0 0 1E1u,  10A1g  1E1g,  10A1u  1E1g,0.0007615773105863909,,,21,21
26,1,1316.506519999999,6.642061874313974e-43,4.8534e-07,,,8218.52849,,, 1 2 0 0 0 0 0A1g, 1 1 0 2 0 0 1E1u,  27A2g  0A2g,  28A2u  1E1g,0.0007615773105863909,,,165,171
26,1,1316.6065259999998,6.42592966330535e-21,2.9809,,,646.952037,,, 0 0 0 3 0 0 0E1u, 0 0 0 0 0 0 1E1g,   4A2u  1E1g,   5A2g  1E1g,0.000565685424949238,,,27,33
26,1,1316.9643850000002,4.783026537159752e-32,4.8413999999999994e-05,,,3690.914339,,, 0 1 0 0 1 1 0A1u, 0 1 0 0 0 0 0A1g,  16A1u  0A1g,  16A1g  0A1g,0.0007071067811865475,,,33,33
26,1,1317.1323860000002,9.355889122884757e-28,0.14026,,,3387.514719,,, 0 1 0 1 1 0 0E2g, 1 0 0 1 1 0 0E2u,   8A2g  2E2g,   8A2u  2E2g,0.0006324555320336758,,,51,51
