M of C2H2__12C2-1H2__aCeTY,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
26,1,4773.304318000001,3.8338656113626067e-38,7.257e-06,,,5545.174121999999,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 0 3 0E1g,   9A1u  1E1g,   9A1g  1E1g,0.001,,,19,19
26,1,4775.424714000002,1.3805771596228625e-32,0.00095963,,,4120.8911259999995,,, 0 2 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,   8A2u  1E1g,   9A2g  1E1g,0.0004242640687119285,,,51,57
26,1,4777.919549000001,1.482746059186924e-32,0.001058,,,4100.315197999999,,, 0 2 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,   7A2u  1E1g,   8A2g  1E1g,0.0009219544457292888,,,45,51
26,1,4778.763105,9.602055987284535e-30,4.2173000000000004e-05,,,2302.1400670000003,,, 1 1 0 0 1 1 0A1u, 0 0 0 0 2 0 1E1g,  19A2u  0A2g,  19A2g  1E1g,0.0005,,,117,117
26,1,4779.785027999999,3.8131180215109036e-31,0.028441,,,4214.363811,,, 0 2 0 0 0 3 0E1u, 1 0 0 0 3 0 0E1g,  12A2u  1E1g,  13A2g  1E1g,0.0003162277660168379,,,75,81
26,1,4783.016009999999,2.7315689065481932e-30,5.639e-06,,,1920.43552,,, 2 0 0 0 4 0 0A2u, 0 0 0 0 2 0 1E1g,   6A2u  0A1g,   7A2g  1E1g,0.0003162277660168379,,,39,45
26,1,4786.544328,3.368466715158652e-36,4.7406e-06,,,4833.946628,,, 2 1 0 0 0 3 0E1u, 0 1 0 1 1 0 0E2g,  13A2u  1E1g,  13A2g  2E2g,0.0006403124237432849,,,81,81
26,1,4786.868443,6.587962641351901e-37,8.1806e-07,,,4775.177140999999,,, 2 1 0 0 0 3 0E1u, 0 1 0 1 1 0 0E2g,  11A2u  1E1g,  11A2g  2E2g,0.0004242640687119285,,,69,69
26,1,4787.376797,1.204203741668096e-37,1.1397e-08,,,4306.959802,,, 0 2 0 0 0 3 0E1u, 1 0 0 2 0 0 1E1g,  15A2u  1E1g,  15A2g  1E1g,0.0004123105625617661,,,93,93
26,1,4788.443156,7.931519411735243e-33,0.0015262000000000001,,,3920.688851,,, 0 2 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,   3A1g  1E1g,   4A1u  1E1g,0.0009055385138137417,,,7,9
26,1,4789.658899000002,3.477244830268067e-31,0.022688999999999997,,,4106.656940999999,,, 0 2 0 0 0 3 0E1u, 1 0 0 0 3 0 0E1g,   8A2u  1E1g,   9A2g  1E1g,0.0004242640687119285,,,51,57
26,1,4792.369288000001,9.57215381903038e-28,0.00074492,,,1991.9024239999999,,, 0 1 0 0 4 0 0A2u, 0 0 0 0 1 0 1E2g,  24A2u  0A1g,  25A2g  2E2g,0.0009055385138137417,,,147,153
26,1,4793.789705,8.020332082860996e-37,2.7102e-06,,,5109.267218,,, 1 2 0 1 0 0 0E1u, 0 1 0 1 0 1 0A1g,  21A2u  1E1g,  21A2g  0A2g,0.0007211102550927978,,,129,129
26,1,4795.171434,4.317759985187005e-38,5.7481e-08,,,4850.194265,,, 1 2 0 1 0 0 0E1u, 0 1 0 1 0 1 0A1g,  15A2u  1E1g,  15A2g  0A2g,0.00044721359549995795,,,93,93
26,1,4795.909999000001,5.1995414130219505e-37,5.0544e-07,,,4724.031204999999,,, 1 2 0 1 0 0 0E1u, 0 1 0 1 0 1 0A1g,  11A2u  1E1g,  11A2g  0A2g,0.00022360679774997898,,,69,69
26,1,4796.000642000002,7.861669067001275e-34,4.9872e-05,,,4100.315197999999,,, 0 2 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,   8A2u  1E1g,   8A2g  1E1g,0.0003605551275463989,,,51,51
26,1,4797.363758,3.4876888924655874e-35,4.678e-05,,,4823.127197999999,,, 2 1 0 0 0 3 0E1u, 0 1 0 0 2 0 0A1g,  13A2u  1E1g,  13A2g  0A2g,0.0005,,,81,81
26,1,4797.620212999999,3.639149277682123e-35,4.3081e-05,,,4764.425371,,, 2 1 0 0 0 3 0E1u, 0 1 0 0 2 0 0A1g,  11A2u  1E1g,  11A2g  0A2g,0.0004242640687119285,,,69,69
26,1,4797.899135,5.793298782763435e-33,0.00048202,,,3904.1865119999998,,, 0 2 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,   2A2g  1E1g,   2A2u  1E1g,0.0008544003745317531,,,15,15
26,1,4798.621152999999,5.272575619659382e-33,1.0094e-06,,,3066.191949,,, 1 1 0 0 0 3 0E1u, 0 0 0 2 0 2 0E2g,  18A2u  1E1g,  18A2g  2E2g,0.0005385164807134503,,,111,111
26,1,4799.043838,2.7260666016506617e-30,5.240800000000001e-06,,,1904.4076920000002,,, 2 0 0 0 4 0 0A2u, 0 0 0 0 2 0 1E1g,   6A2u  0A1g,   6A2g  1E1g,0.00022360679774997898,,,39,39
26,1,4801.083702,4.567847012678715e-31,4.5047e-05,,,2714.323691,,, 1 1 0 0 0 3 0E1u, 0 0 0 0 2 0 2A1g,   6A2u  1E1g,   7A2g  0A2g,0.0006403124237432849,,,39,45
26,1,4801.624371000001,3.5823340360525825e-32,8.0755e-05,,,3387.514719,,, 0 2 0 0 1 0 1E2g, 1 0 0 1 1 0 0E2u,   7A2g  2E2g,   8A2u  2E2g,0.0006324555320336758,,,45,51
26,1,4802.727912,4.9040344198873066e-36,0.00032218,,,5623.250558,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 0 3 0E1g,  13A2u  1E1g,  12A2g  1E1g,0.000608276253029822,,,81,75
26,1,4802.7693309999995,1.0264454400366849e-36,3.527e-06,,,4964.494315,,, 0 3 0 0 0 0 0A2u, 0 1 0 0 1 0 1E2g,  10A2u  0A1g,  11A2g  2E2g,0.0008062257748298549,,,63,69
26,1,4803.109445,4.2090320802501725e-35,5.5032e-05,,,4817.381511,,, 2 1 0 0 0 3 0E1u, 1 0 0 2 0 2 0E2g,  13A2u  1E1g,  13A2g  2E2g,0.0005,,,81,81
26,1,4803.489285,5.602152240666266e-35,6.4612e-05,,,4758.556299,,, 2 1 0 0 0 3 0E1u, 1 0 0 2 0 2 0E2g,  11A2u  1E1g,  11A2g  2E2g,0.0004242640687119285,,,69,69
26,1,4804.498465000001,7.882862390720121e-34,7.6568e-08,,,2710.9089280000003,,, 1 1 0 0 0 3 0E1u, 0 0 0 0 1 3 0A2g,   6A2u  1E1g,   6A2g  0A1g,0.0008062257748298549,,,39,39
26,1,4804.836092,1.9306168434121036e-32,0.0011507,,,3904.1865119999998,,, 0 2 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,   3A2g  1E1g,   2A2u  1E1g,0.0008246211251235322,,,21,15
26,1,4805.011242000001,4.008546450235373e-36,7.766800000000001e-07,,,3920.688851,,, 2 1 0 0 1 0 1E2g, 0 1 0 0 0 0 1E1u,   3A1g  2E2g,   4A1u  1E1g,0.0009219544457292888,,,7,9
26,1,4806.427974000001,3.822227156012645e-37,8.988400000000001e-10,,,3366.361669,,, 0 2 0 0 1 0 1E2g, 1 0 0 0 1 1 0A1u,   6A2g  2E2g,   7A2u  0A2g,0.0008602325267042626,,,39,45
26,1,4808.147482,3.8622672011336563e-32,1.8361e-05,,,3252.49838,,, 1 1 0 0 2 0 2E2u, 0 0 0 0 0 0 4E2g,  18A2u  2E2g,  17A2g  2E2g,0.0008062257748298549,,,111,105
26,1,4812.1680639999995,1.5044861764958388e-34,0.00049581,,,4955.095582,,, 0 3 0 0 0 0 0A2u, 0 1 0 0 0 0 2A1g,  10A2u  0A1g,  11A2g  0A2g,0.0006403124237432849,,,63,69
26,1,4813.781696000001,4.0186007695971437e-33,1.9149e-06,,,3252.49838,,, 1 1 0 2 0 2 0A2u, 0 0 0 0 0 0 4E2g,  18A2u  0A1g,  17A2g  2E2g,0.000608276253029822,,,111,105
26,1,4817.42885,9.849050604382603e-31,7.9011e-06,,,2025.9124219999999,,, 1 1 0 0 0 0 2A1g, 0 0 0 0 2 1 0E1u,   8A1g  0A1g,   7A1u  1E1g,0.0006324555320336758,,,17,15
26,1,4818.508213,3.896172895057612e-34,4.3854e-09,,,2174.835151,,, 2 0 0 0 0 0 4E2g, 0 0 0 0 2 1 0E1u,  12A1g  2E2g,  13A1u  1E1g,0.0009486832980505138,,,25,27
26,1,4818.891098,5.328599094782243e-29,4.0284e-05,,,1991.9024239999999,,, 1 1 0 1 0 0 0E1u, 0 0 0 0 1 0 1E2g,  25A2u  1E1g,  25A2g  2E2g,0.0009486832980505138,,,153,153
26,1,4821.513408999999,5.569571395874447e-35,3.3426999999999998e-06,,,3904.1865119999998,,, 2 1 0 0 1 0 1E2g, 0 1 0 0 0 0 1E1u,   3A2g  2E2g,   2A2u  1E1g,0.001,,,21,15
26,1,4822.262559000001,1.0129898813016329e-35,5.7181e-07,,,4074.0532810000004,,, 0 2 0 0 0 3 0E1u, 0 1 0 0 0 0 1E1g,   8A2u  1E1g,   9A2g  1E1g,0.0004242640687119285,,,51,57
26,1,4822.777421000001,5.3807257689198235e-37,1.1041e-09,,,3366.361669,,, 0 2 0 0 1 0 1E2g, 1 0 0 0 1 1 0A1u,   7A2g  2E2g,   7A2u  0A2g,0.0009219544457292887,,,45,45
26,1,4824.103290999999,2.135577057553825e-32,0.0013081,,,4170.045548,,, 0 2 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,  12A2u  1E1g,  11A2g  1E1g,0.0003162277660168379,,,75,69
26,1,4826.226486,4.39558436415328e-39,3.5104999999999996e-07,,,5702.700524,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 3 0 0E1g,  16A2u  1E1g,  16A2g  1E1g,0.0005385164807134503,,,99,99
26,1,4828.475772999999,1.9656822512447115e-32,0.0013819000000000001,,,4228.55303,,, 0 2 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,  14A2u  1E1g,  13A2g  1E1g,0.00022360679774997898,,,87,81
26,1,4828.578418000001,1.8516937958840143e-30,0.00013994,,,2622.853636,,, 0 2 0 1 0 0 0E1u, 1 0 0 0 0 0 1E1g,   5A2u  1E1g,   6A2g  1E1g,0.0006324555320336758,,,33,39
26,1,4830.605194000001,3.7396180905260865e-41,5.4872e-09,,,5487.873246,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 3 0 0E1g,   9A1u  1E1g,   9A1g  1E1g,0.001,,,19,19
26,1,4831.128135999999,5.759786160456142e-32,5.6763999999999996e-06,,,2584.265452,,, 1 1 0 0 0 3 0E1g, 0 0 0 1 0 3 0A2u,   3A2g  1E1g,   4A2u  0A1g,0.0010816653826391967,,,21,27
26,1,4831.463250000001,9.486929154599692e-38,3.2989000000000005e-07,,,4964.494315,,, 1 2 0 1 0 1 0A2u, 0 1 0 0 1 0 1E2g,  10A2u  0A1g,  11A2g  2E2g,0.0008062257748298549,,,63,69
26,1,4831.469186,5.1689611469863975e-37,1.9183000000000003e-06,,,5013.755298,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 0 0 2A1g,  12A2u  2E2g,  13A2g  0A2g,0.0007810249675906653,,,75,81
26,1,4835.154673000001,4.799764730726057e-34,2.8294e-07,,,3294.448,,, 0 2 0 0 1 0 1E2u, 0 0 0 0 0 0 4E2g,  18A2u  2E2g,  18A2g  2E2g,0.0005385164807134503,,,111,111
26,1,4837.383248,5.614976538510357e-31,4.122e-06,,,2005.9580239999998,,, 1 1 0 0 0 0 2A1g, 0 0 0 3 0 0 0E1u,   8A1g  0A1g,   7A1u  1E1g,0.0006708203932499369,,,17,15
26,1,4838.014379,2.8127967096691315e-37,2.7825e-07,,,4724.031204999999,,, 2 1 0 0 0 3 0E1u, 0 1 0 1 0 1 0A1g,  11A2u  1E1g,  11A2g  0A2g,0.0003162277660168379,,,69,69
26,1,4838.036513999999,4.471038144687407e-37,5.005e-07,,,4782.454442,,, 2 1 0 0 0 3 0E1u, 0 1 0 1 0 1 0A1g,  13A2u  1E1g,  13A2g  0A2g,0.0005,,,81,81
26,1,4839.044343,1.1980475407100501e-32,1.2308e-07,,,2154.2990210000003,,, 2 0 0 0 0 0 4E2g, 0 0 0 3 0 0 0E1u,  12A1g  2E2g,  13A1u  1E1g,0.001140175425099138,,,25,27
26,1,4840.861983000001,4.377261082329493e-35,0.00014598,,,4955.095582,,, 1 2 0 1 0 1 0A2u, 0 1 0 0 0 0 2A1g,  10A2u  0A1g,  11A2g  0A2g,0.0006403124237432849,,,63,69
26,1,4841.363746000001,1.9078970124217553e-29,4.4242e-06,,,1294.824817,,, 1 1 0 1 0 0 0E1u, 0 0 0 0 1 0 1E2g,   8A1u  1E1g,   7A1g  2E2g,0.0009486832980505138,,,17,15
26,1,4842.385532000001,9.922332772599872e-32,6.3814e-06,,,2622.853636,,, 0 2 0 1 0 0 0E1u, 1 0 0 0 0 0 1E1g,   6A2u  1E1g,   6A2g  1E1g,0.0009219544457292887,,,39,39
26,1,4842.664991999999,5.655261645143546e-31,0.037326,,,4214.363811,,, 0 2 0 0 0 3 0E1u, 1 0 0 0 3 0 0E1g,  14A2u  1E1g,  13A2g  1E1g,0.00022360679774997898,,,87,81
26,1,4847.272461999999,4.820384031819477e-30,0.00074333,,,3017.5406399999997,,, 1 1 0 0 0 3 0E1u, 1 0 0 0 0 0 1E1g,  18A2u  1E1g,  19A2g  1E1g,0.0008602325267042626,,,111,117
26,1,4851.939149999999,1.584969723032516e-30,0.0036482,,,3387.514719,,, 1 1 0 0 0 0 4E2g, 1 0 0 1 1 0 0E2u,   7A2g  2E2g,   8A2u  2E2g,0.0003605551275463989,,,45,51
26,1,4853.04801,1.614707017298326e-37,5.1725e-07,,,4964.494315,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 1 0 1E2g,  11A2u  2E2g,  11A2g  2E2g,0.001140175425099138,,,69,69
26,1,4854.01887,2.9030152749738974e-27,0.00056717,,,1232.7491619999998,,, 0 1 0 0 4 0 0A2u, 0 0 0 1 0 1 0A1g,   2A2u  0A1g,   1A2g  0A2g,0.0009848857801796104,,,15,9
26,1,4855.231529000001,8.512915444038487e-30,1.3076e-06,,,1252.3815339999999,,, 2 0 0 0 0 3 0E1u, 0 0 0 0 1 0 1E2g,   3A2u  1E1g,   4A2g  2E2g,0.0008062257748298549,,,21,27
26,1,4857.648446000001,6.856412399825368e-35,3.3067e-06,,,4038.6673939999996,,, 0 2 0 0 0 3 0E1u, 2 0 0 0 0 0 0A1g,   8A2u  1E1g,   9A2g  0A2g,0.0003605551275463989,,,51,57
26,1,4859.110740000002,1.5287822897063518e-45,2.5212e-06,,,9199.4314,,, 0 4 0 0 0 0 1E1u, 2 1 0 0 1 0 1E2g,  19A2u  1E1g,  20A2g  2E2g,0.0004242640687119285,,,117,123
26,1,4859.200396,5.009825067484933e-30,2.4971e-06,,,1877.027746,,, 0 1 0 4 0 0 0A2u, 0 0 0 0 1 0 1E2g,  22A2u  0A1g,  23A2g  2E2g,0.0009055385138137417,,,135,141
26,1,4861.086383000001,1.0551322117671223e-38,4.4493e-08,,,5081.77316,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 0 0 2A1g,  15A2u  2E2g,  15A2g  0A2g,0.0007071067811865475,,,93,93
26,1,4862.446743,3.6511530559887054e-39,1.1216999999999999e-08,,,4955.095582,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 0 0 2A1g,  11A2u  2E2g,  11A2g  0A2g,0.0010295630140987001,,,69,69
26,1,4863.439780000001,1.6387290415571582e-35,1.2068000000000001e-08,,,2974.701263,,, 0 2 0 1 0 1 0A2u, 0 0 0 0 0 0 4E2g,   9A1u  0A2g,   8A1g  2E2g,0.0007071067811865475,,,19,17
26,1,4871.626144,2.0760313232794382e-32,8.8886e-09,,,1235.874392,,, 2 0 0 0 0 3 0E1u, 0 0 0 0 1 0 1E2g,   3A1u  1E1g,   2A1g  2E2g,0.0007071067811865475,,,7,5
26,1,4873.025875,1.261927608231559e-34,0.00050234,,,5081.77316,,, 0 3 0 0 0 0 0A2u, 0 1 0 0 0 0 2A1g,  16A2u  0A1g,  15A2g  0A2g,0.0009433981132056604,,,99,93
26,1,4873.092199999999,1.2715084317933498e-34,2.6638000000000003e-07,,,3366.361669,,, 1 1 0 0 0 0 4E2g, 1 0 0 0 1 1 0A1u,   7A2g  2E2g,   7A2u  0A2g,0.0007615773105863909,,,45,45
26,1,4876.130457,1.131096486676754e-28,8.425e-05,,,1991.9024239999999,,, 1 1 0 1 0 0 0E1u, 0 0 0 0 1 0 1E2g,  26A2u  1E1g,  25A2g  2E2g,0.0009055385138137417,,,159,153
26,1,4877.104293,4.260234397747872e-34,2.0838000000000002e-07,,,3252.49838,,, 0 2 0 0 1 0 1E2u, 0 0 0 0 0 0 4E2g,  18A2u  2E2g,  17A2g  2E2g,0.00022360679774997898,,,111,105
26,1,4877.592312000001,6.1772912900681265e-34,5.3459999999999995e-09,,,2115.751052,,, 2 0 0 0 0 0 4E2g, 0 0 0 0 2 1 0E1u,  12A1g  2E2g,  11A1u  1E1g,0.0010295630140987001,,,25,23
26,1,4878.787569999999,3.133466400147064e-30,0.0007245,,,2622.6329600000004,,, 1 1 0 0 0 3 0E1u, 1 0 0 0 0 0 1E1g,   5A1u  1E1g,   6A1g  1E1g,0.0010295630140987001,,,11,13
26,1,4880.730169,3.9526103458512564e-36,1.1782e-05,,,4964.494315,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 1 0 1E2g,  12A2u  2E2g,  11A2g  2E2g,0.0008602325267042626,,,75,69
26,1,4881.055778,3.7747019269067246e-35,2.1513e-08,,,3294.448,,, 0 2 0 0 1 0 1E2u, 0 0 0 0 0 0 4E2g,  19A2u  2E2g,  18A2g  2E2g,0.0010295630140987001,,,117,111
26,1,4882.165574000001,4.587149682515891e-31,7.5429e-05,,,3058.721332,,, 1 1 0 0 0 3 0E1g, 0 0 0 1 0 3 0A2u,  21A2g  1E1g,  20A2u  0A1g,0.0012727922061357855,,,129,123
26,1,4886.9957220000015,9.57997558299817e-31,0.00013551,,,3017.5406399999997,,, 0 2 0 1 0 0 0E1u, 1 0 0 0 0 0 1E1g,  20A2u  1E1g,  19A2g  1E1g,0.0010630145812734648,,,123,117
26,1,4888.927435,2.1611152274527532e-33,3.5365e-06,,,3284.763692,,, 0 2 0 0 1 0 1E2u, 0 0 0 4 0 0 0A1g,  19A1u  2E2g,  18A1g  0A1g,0.0008944271909999159,,,39,37
26,1,4889.2691700000005,4.084994803912866e-31,6.508100000000001e-05,,,3051.617736,,, 1 1 0 0 0 3 0E1g, 0 0 0 0 1 1 2E2u,  21A2g  1E1g,  20A2u  2E2g,0.0012041594578792295,,,129,123
26,1,4889.994212999999,4.950871459441983e-31,2.1658e-06,,,2302.1400670000003,,, 1 1 0 0 1 0 1E2u, 0 0 0 0 2 0 1E1g,  20A2u  2E2g,  19A2g  1E1g,0.0009486832980505138,,,123,117
26,1,4890.128902,8.1247314406142e-37,2.3226e-06,,,4955.095582,,, 1 2 0 0 1 0 1E2u, 0 1 0 0 0 0 2A1g,  12A2u  2E2g,  11A2g  0A2g,0.0007071067811865475,,,75,69
26,1,4891.677835,4.211154071236275e-33,2.5408000000000003e-06,,,3294.448,,, 2 1 0 0 0 0 1E1u, 0 0 0 0 0 0 4E2g,  18A2u  1E1g,  18A2g  2E2g,0.00058309518948453,,,111,111
26,1,4892.553757000001,4.4954524409405e-31,2.9514000000000002e-05,,,2622.853636,,, 1 1 0 0 0 3 0E1u, 1 0 0 0 0 0 1E1g,   6A2u  1E1g,   6A2g  1E1g,0.0007211102550927978,,,39,39
26,1,4897.899230000001,1.6347775701302584e-31,1.2925e-06,,,2095.444134,,, 2 0 0 0 0 0 4E2g, 0 0 0 3 0 0 0E1u,  12A1g  2E2g,  11A1u  1E1g,0.0009486832980505138,,,25,23
26,1,4902.586871999999,4.053431991649092e-35,0.00016332,,,5081.77316,,, 1 2 0 1 0 1 0A2u, 0 1 0 0 0 0 2A1g,  16A2u  0A1g,  15A2g  0A2g,0.0007810249675906653,,,99,93
26,1,4904.6347080000005,2.529864388368785e-35,1.0679e-07,,,3704.411803,,, 1 1 0 4 0 0 0A1g, 1 0 0 1 1 0 0E2u,  19A2g  0A2g,  18A2u  2E2g,0.0006403124237432849,,,117,111
26,1,4907.243966000001,3.348199111027911e-28,0.00015631,,,1877.027746,,, 0 1 0 0 4 0 0A2u, 0 0 0 0 1 0 1E2g,  24A2u  0A1g,  23A2g  2E2g,0.0009055385138137417,,,147,141
26,1,4907.255787000001,3.968727430433043e-36,1.8231e-05,,,5081.77316,,, 1 2 0 0 2 0 0A2u, 0 1 0 0 0 0 2A1g,  14A2u  0A1g,  15A2g  0A2g,0.0006403124237432849,,,87,93
26,1,4912.401475999999,7.1476128951865384e-37,2.5391e-06,,,5013.755298,,, 3 1 0 0 0 0 1E1u, 0 1 0 0 0 0 2A1g,  13A2u  1E1g,  13A2g  0A2g,0.0006708203932499369,,,81,81
26,1,4913.067341000001,6.745630899758787e-32,3.1674e-06,,,2552.171827,,, 0 2 0 1 0 0 0E1u, 0 0 0 2 0 2 0A1g,   6A2u  1E1g,   7A2g  0A2g,0.0009219544457292887,,,39,45
26,1,4913.600287,4.4564074197421115e-31,0.0018074999999999999,,,3695.4462240000003,,, 1 1 0 4 0 0 0A1g, 0 1 0 0 0 0 0A2u,  19A2g  0A2g,  18A2u  0A1g,0.0010295630140987001,,,117,111
26,1,4915.463324,5.792355591427817e-31,1.1605000000000001e-07,,,1232.7491619999998,,, 0 1 0 4 0 0 0A2u, 0 0 0 1 0 1 0A1g,   2A2u  0A1g,   1A2g  0A2g,0.0007211102550927978,,,15,9
26,1,4915.661236000001,2.108780300687781e-31,0.00089416,,,3704.411803,,, 1 1 0 0 0 0 4E2g, 1 0 0 1 1 0 0E2u,  19A2g  2E2g,  18A2u  2E2g,0.0008062257748298549,,,117,111
26,1,4917.315112000001,1.0644830532274541e-31,0.00060641,,,3730.6558219999997,,, 0 2 0 0 2 0 1E1u, 0 1 0 0 0 0 0A1g,  16A2u  1E1g,  17A2g  0A2g,0.0003605551275463989,,,99,105
26,1,4921.255738,4.651794497916697e-35,1.0518e-08,,,2840.489338,,, 1 1 0 2 0 2 0A1g, 0 0 0 3 0 0 1E2u,   5A2g  0A2g,   6A2u  2E2g,0.001,,,33,39
26,1,4921.416434000001,8.735429357324924e-35,5.3348e-08,,,3294.448,,, 1 1 0 1 0 3 0A2u, 0 0 0 0 0 0 4E2g,  18A2u  0A1g,  18A2g  2E2g,0.0009433981132056604,,,111,111
26,1,4924.6268150000005,3.602686431615777e-32,0.00014678,,,3695.4462240000003,,, 1 1 0 0 0 0 4E2g, 0 1 0 0 0 0 0A2u,  19A2g  2E2g,  18A2u  0A1g,0.001140175425099138,,,117,111
26,1,4931.890349999999,2.7892589392768592e-36,0.00032778,,,5760.387970000001,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 0 3 0E1g,  15A2u  1E1g,  16A2g  1E1g,0.0007211102550927978,,,93,99
26,1,4933.627455,2.5768623166659503e-33,1.2898e-06,,,3252.49838,,, 2 1 0 0 0 0 1E1u, 0 0 0 0 0 0 4E2g,  18A2u  1E1g,  17A2g  2E2g,0.0003162277660168379,,,111,105
26,1,4937.740409,5.017831653342908e-33,2.9266e-06,,,3294.448,,, 2 1 0 0 0 0 1E1u, 0 0 0 0 0 0 4E2g,  19A2u  1E1g,  18A2g  2E2g,0.0009433981132056604,,,117,111
26,1,4943.185038,2.3183159322814008e-45,1.7544e-05,,,9299.894622,,, 2 3 0 0 0 0 0A2u, 2 1 0 0 1 0 1E2g,  21A1u  0A2g,  22A1g  2E2g,0.0007615773105863909,,,43,45
26,1,4947.335222,3.061438378334976e-29,3.065e-05,,,1993.963374,,, 1 1 0 1 0 1 0A2u, 0 0 0 0 0 0 2A1g,  20A2u  0A1g,  21A2g  0A2g,0.0009055385138137417,,,123,129
26,1,4949.239475000001,4.739763331569966e-36,0.00036071,,,5568.842575,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 0 3 0E1g,   9A2u  1E1g,  10A2g  1E1g,0.000848528137423857,,,57,63
26,1,4949.5025559999995,6.540767544911026e-35,6.3191e-08,,,2974.701263,,, 1 1 0 2 0 0 2A2u, 0 0 0 0 0 0 4E2g,   7A1u  0A2g,   8A1g  2E2g,0.0010630145812734648,,,15,17
26,1,4949.913240000001,4.401184256214504e-31,1.1589e-05,,,2354.4472379999997,,, 0 2 0 0 0 0 1E1g, 0 0 0 0 0 3 0E1u,  13A1g  1E1g,  12A1u  1E1g,0.0010816653826391967,,,27,25
26,1,4954.180502,3.517822698282201e-29,0.0068687,,,2807.564574,,, 1 1 0 2 0 2 0A1g, 0 0 0 0 4 0 0A2u,   5A2g  0A2g,   6A2u  0A1g,0.001,,,33,39
26,1,4957.775775999999,4.435853009325172e-31,0.0013073,,,3478.116651,,, 0 2 0 0 2 0 1E1u, 0 1 0 0 0 0 0A1g,   9A2u  1E1g,   9A2g  0A2g,0.0004123105625617661,,,57,57
26,1,4959.336564,2.684765246612263e-31,0.0014667999999999999,,,3730.6558219999997,,, 0 2 0 0 2 0 1E1u, 0 1 0 0 0 0 0A1g,  17A2u  1E1g,  17A2g  0A2g,0.0005385164807134503,,,105,105
26,1,4963.235566,7.236011757925868e-35,3.4674e-09,,,2552.171827,,, 1 1 0 0 0 3 0E1u, 0 0 0 2 0 2 0A1g,   6A2u  1E1g,   7A2g  0A2g,0.0007211102550927978,,,39,45
26,1,4963.366054000001,5.905837485218158e-31,0.00029918,,,3252.49838,,, 1 1 0 1 0 3 0A2u, 0 0 0 0 0 0 4E2g,  18A2u  0A1g,  17A2g  2E2g,0.0008062257748298549,,,111,105
26,1,4964.019077999999,3.70352220033599e-32,2.3011e-05,,,3294.448,,, 1 1 0 2 0 0 2A2u, 0 0 0 0 0 0 4E2g,  18A2u  0A1g,  18A2g  2E2g,0.0009433981132056604,,,111,111
26,1,4971.875584999999,1.1157877439248475e-37,7.7532e-06,,,5568.842575,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 0 3 0E1g,  10A2u  1E1g,  10A2g  1E1g,0.0009219544457292887,,,63,63
26,1,4975.273649000001,8.401262384777565e-36,2.8502e-05,,,5013.755298,,, 1 2 0 0 2 0 0A2u, 0 1 0 0 0 0 2A1g,  14A2u  0A1g,  13A2g  0A2g,0.0007211102550927978,,,87,81
26,1,4975.468508000001,1.2217171976053156e-36,9.4049e-05,,,5343.009932,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 2 1 0E1g,   9A1u  1E1g,  10A1g  1E1g,0.0010630145812734648,,,19,21
26,1,4986.1851480000005,4.579331684240537e-34,0.0011010999999999998,,,4968.6138869999995,,, 0 3 0 0 0 0 0A2u, 0 1 0 0 2 0 0A1g,  16A2u  0A1g,  17A2g  0A2g,0.001,,,99,105
26,1,4986.610681,5.602705853536838e-32,2.1823999999999997e-08,,,1484.544412,,, 1 1 0 0 1 0 1E2u, 0 0 0 0 0 0 2A1g,   4A2u  2E2g,   5A2g  0A2g,0.0005099019513592785,,,27,33
26,1,4989.577796,2.0693475612692082e-36,0.00018804,,,5702.700524,,, 0 3 0 0 0 0 1E1u, 0 1 0 0 3 0 0E1g,  15A2u  1E1g,  16A2g  1E1g,0.0006403124237432849,,,93,99
26,1,4992.086505,8.536149110889374e-36,1.2625999999999999e-05,,,4775.177140999999,,, 0 3 0 0 0 0 0A2u, 0 1 0 1 1 0 0E2g,  10A2u  0A1g,  11A2g  2E2g,0.0005,,,63,69
